#Kb A/At V/Vt Vr Ebend Da
0.001 0.999003 1.008640 0.808123 0.034941 1.1
0.001 0.999464 1.002470 0.802625 0.034894 1.12
0.001 0.998995 1.007140 0.806930 0.055592 1.14
0.001 0.999763 1.009380 0.807791 0.051899 1.16
0.001 0.999064 0.954316 0.764526 0.089930 1.18
0.001 0.999015 0.904242 0.724464 0.075482 1.2
0.001 0.999384 1.007940 0.807094 0.051516 1.22
