#Kb A/At V/Vt Vr Ebend Da
0.001 0.999011 1.008890 0.707271 0.041744 1.1
0.001 0.999050 1.009880 0.707922 0.041594 1.12
0.001 0.999039 1.010180 0.708145 0.041400 1.14
0.001 0.999043 1.011060 0.708760 0.041154 1.16
0.001 0.999012 1.011440 0.709056 0.040810 1.18
0.001 0.999003 1.012630 0.709904 0.040280 1.2
0.001 0.999036 1.008210 0.706772 0.040134 1.22
0.001 0.999014 1.007610 0.706372 0.041693 1.05
