#Kb Vr Ebend
0.01 0.20006 0.499674
0.01 0.250296 0.501539
0.01 0.300342 0.498393
0.01 0.350475 0.497293
0.01 0.400589 0.495829
0.01 0.450851 0.497681
0.01 0.500681 0.495486
