dt s t A/A0 V/V0 v et ega ev eb ebl ebn es
0.000100 853200 85.320000 1.001080 0.999004 0.640322 1808.264578 2.929954 0.533554 70.431492 59.625996 10.805496 1734.369579
0.000100 853300 85.330000 1.001079 0.999006 0.640324 1808.537922 2.926599 0.531922 70.432284 59.630937 10.801347 1734.647118
0.000100 853400 85.340000 1.001078 0.999007 0.640326 1808.806461 2.923250 0.530297 70.433046 59.635873 10.797173 1734.919869
0.000100 853500 85.350000 1.001078 0.999009 0.640327 1809.070182 2.919905 0.528679 70.433785 59.640811 10.792974 1735.187814
0.000100 853600 85.360000 1.001077 0.999010 0.640329 1809.329075 2.916566 0.527067 70.434508 59.645758 10.788750 1735.450934
0.000100 853700 85.370000 1.001077 0.999012 0.640330 1809.583130 2.913232 0.525464 70.435223 59.650722 10.784502 1735.709211
0.000100 853800 85.380000 1.001076 0.999013 0.640332 1809.832336 2.909903 0.523867 70.435940 59.655710 10.780230 1735.962626
0.000100 853900 85.390000 1.001075 0.999015 0.640333 1810.076685 2.906579 0.522277 70.436667 59.660733 10.775934 1736.211162
0.000100 854000 85.400000 1.001075 0.999016 0.640335 1810.316169 2.903260 0.520693 70.437414 59.665798 10.771616 1736.454803
0.000100 854100 85.410000 1.001074 0.999018 0.640336 1810.550782 2.899945 0.519117 70.438190 59.670915 10.767275 1736.693530
0.000100 854200 85.420000 1.001074 0.999019 0.640338 1810.780518 2.896635 0.517548 70.439006 59.676094 10.762911 1736.927329
0.000100 854300 85.430000 1.001073 0.999021 0.640340 1811.005369 2.893330 0.515985 70.439870 59.681345 10.758526 1737.156184
0.000100 854400 85.440000 1.001072 0.999022 0.640341 1811.225333 2.890029 0.514428 70.440794 59.686675 10.754119 1737.380081
0.000100 854500 85.450000 1.001072 0.999023 0.640343 1811.440404 2.886733 0.512878 70.441785 59.692095 10.749691 1737.599007
0.000100 854600 85.460000 1.001071 0.999025 0.640344 1811.650578 2.883441 0.511334 70.442854 59.697613 10.745241 1737.812948
0.000100 854700 85.470000 1.001071 0.999026 0.640346 1811.855851 2.880153 0.509797 70.444008 59.703237 10.740771 1738.021894
0.000100 854800 85.480000 1.001070 0.999028 0.640347 1812.056221 2.876869 0.508265 70.445255 59.708975 10.736280 1738.225832
0.000100 854900 85.490000 1.001069 0.999029 0.640349 1812.251683 2.873590 0.506740 70.446601 59.714833 10.731769 1738.424752
0.000100 855000 85.500000 1.001069 0.999031 0.640350 1812.442233 2.870314 0.505220 70.448054 59.720817 10.727237 1738.618646
0.000100 855100 85.510000 1.001068 0.999032 0.640352 1812.627868 2.867042 0.503706 70.449617 59.726932 10.722685 1738.807504
0.000100 855200 85.520000 1.001067 0.999034 0.640353 1812.808584 2.863773 0.502197 70.451295 59.733182 10.718113 1738.991318
0.000100 855300 85.530000 1.001067 0.999035 0.640355 1812.984375 2.860509 0.500695 70.453090 59.739569 10.713520 1739.170082
0.000100 855400 85.540000 1.001066 0.999037 0.640356 1813.155236 2.857248 0.499197 70.455003 59.746096 10.708907 1739.343787
0.000100 855500 85.550000 1.001066 0.999038 0.640358 1813.321160 2.853991 0.497705 70.457036 59.752762 10.704274 1739.512428
0.000100 855600 85.560000 1.001065 0.999039 0.640359 1813.482140 2.850738 0.496218 70.459186 59.759567 10.699619 1739.675997
0.000100 855700 85.570000 1.001064 0.999041 0.640361 1813.638167 2.847489 0.494737 70.461451 59.766507 10.694944 1739.834490
0.000100 855800 85.580000 1.001064 0.999042 0.640362 1813.789232 2.844244 0.493260 70.463828 59.773580 10.690248 1739.987901
0.000100 855900 85.590000 1.001063 0.999044 0.640364 1813.935324 2.841002 0.491789 70.466311 59.780781 10.685529 1740.136222
0.000100 856000 85.600000 1.001063 0.999045 0.640365 1814.076431 2.837765 0.490323 70.468893 59.788104 10.680789 1740.279450
0.000100 856100 85.610000 1.001062 0.999047 0.640367 1814.212539 2.834532 0.488862 70.471568 59.795541 10.676027 1740.417576
0.000100 856200 85.620000 1.001061 0.999048 0.640368 1814.343632 2.831304 0.487407 70.474326 59.803085 10.671241 1740.550596
0.000100 856300 85.630000 1.001061 0.999049 0.640370 1814.469695 2.828080 0.485956 70.477158 59.810726 10.666433 1740.678501
0.000100 856400 85.640000 1.001060 0.999051 0.640371 1814.590710 2.824860 0.484511 70.480053 59.818453 10.661600 1740.801285
0.000100 856500 85.650000 1.001060 0.999052 0.640373 1814.706656 2.821645 0.483071 70.482999 59.826255 10.656744 1740.918940
0.000100 856600 85.660000 1.001059 0.999054 0.640374 1814.817513 2.818436 0.481637 70.485984 59.834121 10.651862 1741.031457
0.000100 856700 85.670000 1.001058 0.999055 0.640376 1814.923260 2.815231 0.480208 70.488994 59.842038 10.646956 1741.138827
0.000100 856800 85.680000 1.001058 0.999056 0.640377 1815.023871 2.812031 0.478784 70.492016 59.849993 10.642023 1741.241040
0.000100 856900 85.690000 1.001057 0.999058 0.640379 1815.119324 2.808837 0.477367 70.495036 59.857971 10.637065 1741.338084
0.000100 857000 85.700000 1.001057 0.999059 0.640380 1815.209592 2.805649 0.475955 70.498040 59.865961 10.632079 1741.429949
0.000100 857100 85.710000 1.001056 0.999061 0.640382 1815.294649 2.802466 0.474548 70.501013 59.873947 10.627066 1741.516621
0.000100 857200 85.720000 1.001055 0.999062 0.640383 1815.374467 2.799289 0.473148 70.503942 59.881916 10.622026 1741.598088
0.000100 857300 85.730000 1.001055 0.999063 0.640384 1815.449018 2.796118 0.471753 70.506812 59.889855 10.616957 1741.674335
0.000100 857400 85.740000 1.001054 0.999065 0.640386 1815.518274 2.792953 0.470365 70.509609 59.897750 10.611859 1741.745347
0.000100 857500 85.750000 1.001054 0.999066 0.640387 1815.582207 2.789794 0.468983 70.512321 59.905588 10.606733 1741.811109
0.000100 857600 85.760000 1.001053 0.999068 0.640389 1815.640786 2.786641 0.467607 70.514934 59.913357 10.601577 1741.871604
0.000100 857700 85.770000 1.001052 0.999069 0.640390 1815.693985 2.783494 0.466238 70.517437 59.921046 10.596391 1741.926815
0.000100 857800 85.780000 1.001052 0.999070 0.640392 1815.741773 2.780354 0.464875 70.519819 59.928643 10.591176 1741.976724
0.000100 857900 85.790000 1.001051 0.999072 0.640393 1815.784123 2.777220 0.463519 70.522069 59.936139 10.585930 1742.021315
0.000100 858000 85.800000 1.001051 0.999073 0.640395 1815.821008 2.774093 0.462169 70.524179 59.943525 10.580654 1742.060568
0.000100 858100 85.810000 1.001050 0.999074 0.640396 1815.852402 2.770971 0.460827 70.526139 59.950792 10.575348 1742.094464
0.000100 858200 85.820000 1.001049 0.999076 0.640397 1815.878277 2.767856 0.459491 70.527944 59.957933 10.570011 1742.122986
0.000100 858300 85.830000 1.001049 0.999077 0.640399 1815.898612 2.764747 0.458162 70.529587 59.964944 10.564644 1742.146115
0.000100 858400 85.840000 1.001048 0.999078 0.640400 1815.913381 2.761645 0.456840 70.531065 59.971819 10.559246 1742.163832
0.000100 858500 85.850000 1.001048 0.999080 0.640402 1815.922564 2.758548 0.455524 70.532372 59.978555 10.553817 1742.176120
0.000100 858600 85.860000 1.001047 0.999081 0.640403 1815.926142 2.755458 0.454216 70.533508 59.985150 10.548358 1742.182959
0.000100 858700 85.870000 1.001046 0.999082 0.640405 1815.924095 2.752373 0.452915 70.534472 59.991603 10.542869 1742.184334
0.000100 858800 85.880000 1.001046 0.999084 0.640406 1815.916408 2.749294 0.451622 70.535264 59.997914 10.537350 1742.180228
0.000100 858900 85.890000 1.001045 0.999085 0.640407 1815.903067 2.746221 0.450335 70.535886 60.004085 10.531801 1742.170625
0.000100 859000 85.900000 1.001045 0.999086 0.640409 1815.884059 2.743154 0.449055 70.536340 60.010118 10.526223 1742.155510
0.000100 859100 85.910000 1.001044 0.999088 0.640410 1815.859375 2.740092 0.447783 70.536631 60.016016 10.520615 1742.134869
0.000100 859200 85.920000 1.001044 0.999089 0.640412 1815.829006 2.737035 0.446518 70.536763 60.021785 10.514979 1742.108690
0.000100 859300 85.930000 1.001043 0.999090 0.640413 1815.792948 2.733984 0.445259 70.536743 60.027429 10.509313 1742.076961
0.000100 859400 85.940000 1.001042 0.999091 0.640414 1815.751196 2.730938 0.444009 70.536576 60.032956 10.503620 1742.039673
0.000100 859500 85.950000 1.001042 0.999093 0.640416 1815.703750 2.727898 0.442765 70.536270 60.038371 10.497899 1741.996818
0.000100 859600 85.960000 1.001041 0.999094 0.640417 1815.650611 2.724862 0.441528 70.535834 60.043684 10.492150 1741.948387
0.000100 859700 85.970000 1.001041 0.999095 0.640418 1815.591782 2.721832 0.440299 70.535276 60.048901 10.486374 1741.894376
0.000100 859800 85.980000 1.001040 0.999096 0.640420 1815.527270 2.718807 0.439076 70.534605 60.054033 10.480572 1741.834781
0.000100 859900 85.990000 1.001040 0.999098 0.640421 1815.457080 2.715787 0.437861 70.533831 60.059087 10.474744 1741.769601
0.000100 860000 86.000000 1.001039 0.999099 0.640422 1815.381224 2.712772 0.436653 70.532963 60.064074 10.468889 1741.698836
0.000100 860100 86.010000 1.001038 0.999100 0.640424 1815.299712 2.709762 0.435452 70.532011 60.069002 10.463009 1741.622487
0.000100 860200 86.020000 1.001038 0.999101 0.640425 1815.212559 2.706757 0.434258 70.530985 60.073881 10.457104 1741.540558
0.000100 860300 86.030000 1.001037 0.999103 0.640426 1815.119779 2.703758 0.433072 70.529895 60.078720 10.451175 1741.453055
0.000100 860400 86.040000 1.001037 0.999104 0.640428 1815.021389 2.700764 0.431892 70.528748 60.083527 10.445221 1741.359985
0.000100 860500 86.050000 1.001036 0.999105 0.640429 1814.917408 2.697776 0.430720 70.527555 60.088312 10.439243 1741.261357
0.000100 860600 86.060000 1.001035 0.999106 0.640430 1814.807855 2.694794 0.429555 70.526324 60.093082 10.433242 1741.157182
0.000100 860700 86.070000 1.001035 0.999108 0.640432 1814.692750 2.691818 0.428397 70.525062 60.097845 10.427217 1741.047473
0.000100 860800 86.080000 1.001034 0.999109 0.640433 1814.572116 2.688848 0.427246 70.523776 60.102607 10.421169 1740.932245
0.000100 860900 86.090000 1.001034 0.999110 0.640434 1814.445976 2.685884 0.426103 70.522474 60.107376 10.415098 1740.811514
0.000100 861000 86.100000 1.001033 0.999111 0.640436 1814.314352 2.682927 0.424968 70.521160 60.112155 10.409005 1740.685297
0.000100 861100 86.110000 1.001033 0.999112 0.640437 1814.177270 2.679978 0.423839 70.519839 60.116950 10.402890 1740.553613
0.000100 861200 86.120000 1.001032 0.999113 0.640438 1814.034753 2.677036 0.422719 70.518515 60.121763 10.396752 1740.416484
0.000100 861300 86.130000 1.001031 0.999115 0.640440 1813.886826 2.674101 0.421606 70.517190 60.126599 10.390592 1740.273929
0.000100 861400 86.140000 1.001031 0.999116 0.640441 1813.733515 2.671175 0.420500 70.515867 60.131457 10.384410 1740.125972
0.000100 861500 86.150000 1.001030 0.999117 0.640442 1813.574844 2.668257 0.419403 70.514546 60.136340 10.378206 1739.972638
0.000100 861600 86.160000 1.001030 0.999118 0.640443 1813.410838 2.665348 0.418313 70.513227 60.141246 10.371981 1739.813949
0.000100 861700 86.170000 1.001029 0.999119 0.640445 1813.241523 2.662449 0.417232 70.511909 60.146175 10.365734 1739.649932
0.000100 861800 86.180000 1.001029 0.999120 0.640446 1813.066921 2.659559 0.416159 70.510590 60.151125 10.359465 1739.480613
0.000100 861900 86.190000 1.001028 0.999121 0.640447 1812.887057 2.656680 0.415094 70.509267 60.156092 10.353175 1739.306017
0.000100 862000 86.200000 1.001028 0.999123 0.640449 1812.701955 2.653811 0.414037 70.507936 60.161072 10.346864 1739.126171
0.000100 862100 86.210000 1.001027 0.999124 0.640450 1812.511637 2.650954 0.412989 70.506593 60.166062 10.340531 1738.941102
0.000100 862200 86.220000 1.001026 0.999125 0.640451 1812.316126 2.648108 0.411950 70.505233 60.171056 10.334176 1738.750836
0.000100 862300 86.230000 1.001026 0.999126 0.640452 1812.115442 2.645273 0.410919 70.503849 60.176049 10.327800 1738.555400
0.000100 862400 86.240000 1.001025 0.999127 0.640453 1811.909606 2.642452 0.409898 70.502437 60.181034 10.321403 1738.354820
0.000100 862500 86.250000 1.001025 0.999128 0.640455 1811.698640 2.639642 0.408885 70.500989 60.186005 10.314985 1738.149123
0.000100 862600 86.260000 1.001024 0.999129 0.640456 1811.482561 2.636846 0.407882 70.499499 60.190955 10.308545 1737.938334
0.000100 862700 86.270000 1.001024 0.999130 0.640457 1811.261389 2.634064 0.406888 70.497960 60.195876 10.302084 1737.722477
0.000100 862800 86.280000 1.001023 0.999131 0.640458 1811.035142 2.631295 0.405903 70.496365 60.200763 10.295602 1737.501579
0.000100 862900 86.290000 1.001023 0.999132 0.640459 1810.803837 2.628540 0.404928 70.494707 60.205607 10.289100 1737.275662
0.000100 863000 86.300000 1.001022 0.999133 0.640461 1810.567490 2.625799 0.403962 70.492979 60.210402 10.282576 1737.044750
0.000100 863100 86.310000 1.001022 0.999134 0.640462 1810.326119 2.623073 0.403007 70.491175 60.215142 10.276032 1736.808865
0.000100 863200 86.320000 1.001021 0.999135 0.640463 1810.079740 2.620362 0.402061 70.489288 60.219820 10.269468 1736.568029
0.000100 863300 86.330000 1.001021 0.999136 0.640464 1809.828367 2.617666 0.401124 70.487314 60.224430 10.262884 1736.322263
0.000100 863400 86.340000 1.001020 0.999137 0.640465 1809.572016 2.614984 0.400198 70.485247 60.228966 10.256280 1736.071587
0.000100 863500 86.350000 1.001020 0.999138 0.640466 1809.310702 2.612318 0.399282 70.483082 60.233425 10.249657 1735.816021
0.000100 863600 86.360000 1.001019 0.999139 0.640467 1809.044440 2.609667 0.398375 70.480816 60.237802 10.243014 1735.555583
0.000100 863700 86.370000 1.001018 0.999140 0.640469 1808.773246 2.607030 0.397479 70.478445 60.242093 10.236353 1735.290291
0.000100 863800 86.380000 1.001018 0.999141 0.640470 1808.497133 2.604409 0.396592 70.475968 60.246295 10.229673 1735.020163
0.000100 863900 86.390000 1.001017 0.999142 0.640471 1808.216118 2.601804 0.395715 70.473383 60.250407 10.222976 1734.745216
0.000100 864000 86.400000 1.001017 0.999143 0.640472 1807.930216 2.599213 0.394848 70.470689 60.254428 10.216261 1734.465467
0.000100 864100 86.410000 1.001016 0.999144 0.640473 1807.639443 2.596636 0.393991 70.467886 60.258356 10.209530 1734.180930
0.000100 864200 86.420000 1.001016 0.999145 0.640474 1807.343814 2.594075 0.393144 70.464974 60.262192 10.202782 1733.891621
0.000100 864300 86.430000 1.001015 0.999146 0.640475 1807.043347 2.591528 0.392306 70.461956 60.265938 10.196018 1733.597557
0.000100 864400 86.440000 1.001015 0.999147 0.640476 1806.738058 2.588995 0.391478 70.458834 60.269594 10.189239 1733.298751
0.000100 864500 86.450000 1.001014 0.999148 0.640477 1806.427965 2.586476 0.390660 70.455610 60.273164 10.182446 1732.995219
0.000100 864600 86.460000 1.001014 0.999149 0.640478 1806.113086 2.583971 0.389850 70.452289 60.276650 10.175638 1732.686976
0.000100 864700 86.470000 1.001013 0.999149 0.640479 1805.793441 2.581480 0.389050 70.448874 60.280056 10.168817 1732.374037
0.000100 864800 86.480000 1.001013 0.999150 0.640480 1805.469048 2.579002 0.388260 70.445370 60.283387 10.161984 1732.056416
0.000100 864900 86.490000 1.001013 0.999151 0.640481 1805.139927 2.576536 0.387478 70.441783 60.286645 10.155138 1731.734130
0.000100 865000 86.500000 1.001012 0.999152 0.640482 1804.806100 2.574084 0.386705 70.438117 60.289837 10.148280 1731.407194
0.000100 865100 86.510000 1.001012 0.999153 0.640483 1804.467588 2.571644 0.385941 70.434379 60.292967 10.141412 1731.075624
0.000100 865200 86.520000 1.001011 0.999154 0.640484 1804.124412 2.569216 0.385186 70.430574 60.296042 10.134533 1730.739436
0.000100 865300 86.530000 1.001011 0.999155 0.640485 1803.776596 2.566800 0.384439 70.426709 60.299065 10.127644 1730.398648
0.000100 865400 86.540000 1.001010 0.999155 0.640486 1803.424161 2.564396 0.383700 70.422789 60.302044 10.120745 1730.053276
0.000100 865500 86.550000 1.001010 0.999156 0.640487 1803.067133 2.562004 0.382970 70.418820 60.304982 10.113838 1729.703339
0.000100 865600 86.560000 1.001009 0.999157 0.640488 1802.705536 2.559622 0.382248 70.414809 60.307886 10.106923 1729.348857
0.000100 865700 86.570000 1.001009 0.999158 0.640489 1802.339393 2.557252 0.381534 70.410761 60.310761 10.100000 1728.989847
0.000100 865800 86.580000 1.001008 0.999159 0.640490 1801.968730 2.554892 0.380827 70.406681 60.313611 10.093070 1728.626330
0.000100 865900 86.590000 1.001008 0.999159 0.640491 1801.593573 2.552544 0.380129 70.402574 60.316442 10.086132 1728.258326
0.000100 866000 86.600000 1.001007 0.999160 0.640492 1801.213947 2.550205 0.379438 70.398445 60.319256 10.079189 1727.885858
0.000100 866100 86.610000 1.001007 0.999161 0.640493 1800.829878 2.547878 0.378756 70.394298 60.322059 10.072239 1727.508947
0.000100 866200 86.620000 1.001006 0.999162 0.640494 1800.441392 2.545560 0.378080 70.390136 60.324852 10.065284 1727.127615
0.000100 866300 86.630000 1.001006 0.999162 0.640495 1800.048516 2.543253 0.377412 70.385963 60.327640 10.058323 1726.741887
0.000100 866400 86.640000 1.001005 0.999163 0.640496 1799.651276 2.540957 0.376752 70.381782 60.330424 10.051358 1726.351785
0.000100 866500 86.650000 1.001005 0.999164 0.640497 1799.249699 2.538671 0.376099 70.377594 60.333207 10.044387 1725.957335
0.000100 866600 86.660000 1.001005 0.999164 0.640497 1798.843810 2.536394 0.375454 70.373401 60.335988 10.037413 1725.558561
0.000100 866700 86.670000 1.001004 0.999165 0.640498 1798.433637 2.534129 0.374816 70.369204 60.338770 10.030434 1725.155489
0.000100 866800 86.680000 1.001004 0.999166 0.640499 1798.019206 2.531873 0.374185 70.365003 60.341551 10.023451 1724.748145
0.000100 866900 86.690000 1.001003 0.999167 0.640500 1797.600543 2.529629 0.373562 70.360798 60.344333 10.016465 1724.336555
0.000100 867000 86.700000 1.001003 0.999167 0.640501 1797.177674 2.527394 0.372946 70.356588 60.347113 10.009475 1723.920745
0.000100 867100 86.710000 1.001002 0.999168 0.640502 1796.750625 2.525170 0.372338 70.352373 60.349891 10.002483 1723.500744
0.000100 867200 86.720000 1.001002 0.999169 0.640503 1796.319422 2.522957 0.371737 70.348151 60.352664 9.995487 1723.076576
0.000100 867300 86.730000 1.001001 0.999169 0.640503 1795.884090 2.520755 0.371143 70.343921 60.355432 9.988489 1722.648271
0.000100 867400 86.740000 1.001001 0.999170 0.640504 1795.444655 2.518564 0.370557 70.339679 60.358191 9.981488 1722.215856
0.000100 867500 86.750000 1.001001 0.999171 0.640505 1795.001143 2.516383 0.369979 70.335424 60.360939 9.974485 1721.779357
0.000100 867600 86.760000 1.001000 0.999171 0.640506 1794.553578 2.514214 0.369408 70.331154 60.363674 9.967480 1721.338803
0.000100 867700 86.770000 1.001000 0.999172 0.640507 1794.101986 2.512056 0.368844 70.326865 60.366392 9.960473 1720.894221
0.000100 867800 86.780000 1.000999 0.999173 0.640508 1793.646391 2.509909 0.368289 70.322555 60.369091 9.953464 1720.445639
0.000100 867900 86.790000 1.000999 0.999173 0.640508 1793.186819 2.507774 0.367740 70.318221 60.371767 9.946454 1719.993084
0.000100 868000 86.800000 1.000998 0.999174 0.640509 1792.723296 2.505650 0.367200 70.313861 60.374418 9.939443 1719.536585
0.000100 868100 86.810000 1.000998 0.999174 0.640510 1792.255845 2.503537 0.366667 70.309473 60.377041 9.932432 1719.076168
0.000100 868200 86.820000 1.000998 0.999175 0.640511 1791.784493 2.501437 0.366143 70.305054 60.379634 9.925420 1718.611860
0.000100 868300 86.830000 1.000997 0.999175 0.640512 1791.309266 2.499348 0.365626 70.300602 60.382194 9.918408 1718.143691
0.000100 868400 86.840000 1.000997 0.999176 0.640512 1790.830189 2.497271 0.365116 70.296116 60.384720 9.911396 1717.671686
0.000100 868500 86.850000 1.000996 0.999177 0.640513 1790.347289 2.495205 0.364615 70.291595 60.387211 9.904385 1717.195874
0.000100 868600 86.860000 1.000996 0.999177 0.640514 1789.860592 2.493151 0.364121 70.287039 60.389664 9.897374 1716.716282
0.000100 868700 86.870000 1.000996 0.999178 0.640515 1789.370127 2.491109 0.363635 70.282446 60.392080 9.890366 1716.232937
0.000100 868800 86.880000 1.000995 0.999178 0.640515 1788.875921 2.489079 0.363157 70.277817 60.394459 9.883359 1715.745868
0.000100 868900 86.890000 1.000995 0.999179 0.640516 1788.378003 2.487060 0.362687 70.273154 60.396800 9.876354 1715.255102
0.000100 869000 86.900000 1.000994 0.999179 0.640517 1787.876403 2.485052 0.362225 70.268457 60.399105 9.869352 1714.760669
0.000100 869100 86.910000 1.000994 0.999180 0.640517 1787.371150 2.483057 0.361770 70.263728 60.401375 9.862353 1714.262595
0.000100 869200 86.920000 1.000994 0.999180 0.640518 1786.862276 2.481072 0.361323 70.258970 60.403612 9.855358 1713.760912
0.000100 869300 86.930000 1.000993 0.999181 0.640519 1786.349814 2.479099 0.360883 70.254185 60.405818 9.848367 1713.255647
0.000100 869400 86.940000 1.000993 0.999181 0.640520 1785.833796 2.477137 0.360451 70.249376 60.407995 9.841381 1712.746831
0.000100 869500 86.950000 1.000992 0.999182 0.640520 1785.314256 2.475187 0.360027 70.244548 60.410147 9.834400 1712.234495
0.000100 869600 86.960000 1.000992 0.999182 0.640521 1784.791229 2.473247 0.359610 70.239703 60.412278 9.827425 1711.718669
0.000100 869700 86.970000 1.000992 0.999183 0.640522 1784.264751 2.471318 0.359200 70.234846 60.414390 9.820456 1711.199387
0.000100 869800 86.980000 1.000991 0.999183 0.640522 1783.734859 2.469399 0.358797 70.229982 60.416489 9.813494 1710.676680
0.000100 869900 86.990000 1.000991 0.999184 0.640523 1783.201590 2.467492 0.358402 70.225115 60.418577 9.806539 1710.150581
0.000100 870000 87.000000 1.000990 0.999184 0.640524 1782.664984 2.465595 0.358014 70.220249 60.420658 9.799591 1709.621126
0.000100 870100 87.010000 1.000990 0.999185 0.640524 1782.125079 2.463708 0.357632 70.215390 60.422738 9.792652 1709.088348
0.000100 870200 87.020000 1.000990 0.999185 0.640525 1781.581915 2.461832 0.357258 70.210540 60.424819 9.785721 1708.552285
0.000100 870300 87.030000 1.000989 0.999185 0.640525 1781.035534 2.459966 0.356891 70.205704 60.426906 9.778799 1708.012973
0.000100 870400 87.040000 1.000989 0.999186 0.640526 1780.485976 2.458111 0.356530 70.200887 60.429001 9.771886 1707.470449
0.000100 870500 87.050000 1.000989 0.999186 0.640527 1779.933283 2.456265 0.356176 70.196091 60.431108 9.764982 1706.924752
0.000100 870600 87.060000 1.000988 0.999187 0.640527 1779.377498 2.454430 0.355828 70.191319 60.433230 9.758089 1706.375920
0.000100 870700 87.070000 1.000988 0.999187 0.640528 1778.818662 2.452606 0.355487 70.186573 60.435368 9.751206 1705.823995
0.000100 870800 87.080000 1.000987 0.999187 0.640529 1778.256817 2.450791 0.355153 70.181856 60.437524 9.744333 1705.269017
0.000100 870900 87.090000 1.000987 0.999188 0.640529 1777.692007 2.448988 0.354825 70.177169 60.439698 9.737470 1704.711026
0.000100 871000 87.100000 1.000987 0.999188 0.640530 1777.124273 2.447195 0.354503 70.172511 60.441893 9.730619 1704.150064
0.000100 871100 87.110000 1.000986 0.999188 0.640530 1776.553657 2.445412 0.354188 70.167883 60.444105 9.723778 1703.586174
0.000100 871200 87.120000 1.000986 0.999189 0.640531 1775.980202 2.443641 0.353879 70.163283 60.446336 9.716947 1703.019398
0.000100 871300 87.130000 1.000986 0.999189 0.640531 1775.403947 2.441881 0.353577 70.158710 60.448582 9.710128 1702.449778
0.000100 871400 87.140000 1.000985 0.999190 0.640532 1774.824933 2.440132 0.353281 70.154161 60.450841 9.703320 1701.877358
0.000100 871500 87.150000 1.000985 0.999190 0.640532 1774.243201 2.438395 0.352992 70.149634 60.453111 9.696523 1701.302181
0.000100 871600 87.160000 1.000985 0.999190 0.640533 1773.658789 2.436670 0.352709 70.145123 60.455387 9.689736 1700.724288
0.000100 871700 87.170000 1.000984 0.999191 0.640534 1773.071736 2.434958 0.352432 70.140625 60.457664 9.682961 1700.143722
0.000100 871800 87.180000 1.000984 0.999191 0.640534 1772.482079 2.433258 0.352162 70.136134 60.459938 9.676196 1699.560525
0.000100 871900 87.190000 1.000984 0.999191 0.640535 1771.889854 2.431571 0.351899 70.131645 60.462203 9.669442 1698.974739
0.000100 872000 87.200000 1.000983 0.999191 0.640535 1771.295096 2.429897 0.351643 70.127152 60.464454 9.662698 1698.386405
0.000100 872100 87.210000 1.000983 0.999192 0.640536 1770.697840 2.428237 0.351393 70.122648 60.466683 9.655966 1697.795562
0.000100 872200 87.220000 1.000983 0.999192 0.640536 1770.098119 2.426591 0.351150 70.118128 60.468885 9.649243 1697.202250
0.000100 872300 87.230000 1.000982 0.999192 0.640537 1769.495965 2.424959 0.350915 70.113584 60.471052 9.642531 1696.606507
0.000100 872400 87.240000 1.000982 0.999193 0.640537 1768.891408 2.423342 0.350686 70.109009 60.473179 9.635830 1696.008371
0.000100 872500 87.250000 1.000982 0.999193 0.640538 1768.284480 2.421741 0.350465 70.104397 60.475258 9.629138 1695.407877
0.000100 872600 87.260000 1.000981 0.999193 0.640538 1767.675207 2.420154 0.350251 70.099741 60.477283 9.622458 1694.805061
0.000100 872700 87.270000 1.000981 0.999193 0.640539 1767.063620 2.418584 0.350045 70.095035 60.479248 9.615787 1694.199956
0.000100 872800 87.280000 1.000981 0.999193 0.640539 1766.449743 2.417029 0.349846 70.090274 60.481147 9.609127 1693.592594
0.000100 872900 87.290000 1.000980 0.999194 0.640539 1765.833605 2.415491 0.349655 70.085452 60.482975 9.602477 1692.983006
0.000100 873000 87.300000 1.000980 0.999194 0.640540 1765.215228 2.413970 0.349471 70.080564 60.484726 9.595839 1692.371223
0.000100 873100 87.310000 1.000980 0.999194 0.640540 1764.594639 2.412465 0.349296 70.075607 60.486396 9.589210 1691.757272
0.000100 873200 87.320000 1.000979 0.999194 0.640541 1763.971861 2.410977 0.349128 70.070576 60.487983 9.582593 1691.141180
0.000100 873300 87.330000 1.000979 0.999194 0.640541 1763.346918 2.409506 0.348969 70.065470 60.489483 9.575988 1690.522972
0.000100 873400 87.340000 1.000979 0.999195 0.640541 1762.719832 2.408053 0.348817 70.060288 60.490894 9.569393 1689.902674
0.000100 873500 87.350000 1.000979 0.999195 0.640542 1762.090626 2.406617 0.348674 70.055027 60.492216 9.562811 1689.280308
0.000100 873600 87.360000 1.000978 0.999195 0.640542 1761.459322 2.405198 0.348538 70.049689 60.493448 9.556241 1688.655896
0.000100 873700 87.370000 1.000978 0.999195 0.640543 1760.825942 2.403796 0.348411 70.044276 60.494592 9.549684 1688.029459
0.000100 873800 87.380000 1.000978 0.999195 0.640543 1760.190510 2.402412 0.348292 70.038789 60.495649 9.543139 1687.401017
0.000100 873900 87.390000 1.000977 0.999195 0.640543 1759.553046 2.401045 0.348181 70.033232 60.496623 9.536609 1686.770588
0.000100 874000 87.400000 1.000977 0.999196 0.640544 1758.913574 2.399695 0.348078 70.027610 60.497518 9.530092 1686.138192
0.000100 874100 87.410000 1.000977 0.999196 0.640544 1758.272117 2.398362 0.347983 70.021928 60.498337 9.523591 1685.503845
0.000100 874200 87.420000 1.000977 0.999196 0.640544 1757.628698 2.397046 0.347896 70.016193 60.499088 9.517104 1684.867564
0.000100 874300 87.430000 1.000976 0.999196 0.640545 1756.983340 2.395746 0.347816 70.010412 60.499778 9.510634 1684.229366
0.000100 874400 87.440000 1.000976 0.999196 0.640545 1756.336068 2.394462 0.347745 70.004593 60.500413 9.504180 1683.589268
0.000100 874500 87.450000 1.000976 0.999196 0.640545 1755.686907 2.393194 0.347681 69.998745 60.501002 9.497743 1682.947286
