dt s t A/A0 V/V0 v et ega ev eb ebl ebn es
0.000100 0 0.000000 0.999953 1.000022 0.642059 55.029991 0.005640 0.000266 50.877565 48.493166 2.384399 4.146519
0.000100 100 0.010000 0.999986 1.000040 0.642039 55.101968 0.000514 0.000870 50.882866 48.498109 2.384757 4.217718
0.000100 200 0.020000 0.999995 1.000022 0.642018 55.321837 0.000053 0.000255 50.894176 48.508869 2.385307 4.427353
0.000100 300 0.030000 1.000006 1.000001 0.641994 55.683066 0.000081 0.000001 50.911993 48.525775 2.386218 4.770991
0.000100 400 0.040000 1.000016 0.999980 0.641970 56.181394 0.000663 0.000224 50.936226 48.548735 2.387490 5.244281
0.000100 500 0.050000 1.000027 0.999958 0.641946 56.812774 0.001823 0.000957 50.966838 48.577714 2.389124 5.843156
0.000100 600 0.060000 1.000038 0.999936 0.641922 57.573384 0.003573 0.002208 51.003808 48.612690 2.391118 6.563796
0.000100 700 0.070000 1.000049 0.999914 0.641897 58.459607 0.005917 0.003976 51.047110 48.653640 2.393471 7.402603
0.000100 800 0.080000 1.000059 0.999892 0.641873 59.468008 0.008859 0.006258 51.096714 48.700534 2.396180 8.356177
0.000100 900 0.090000 1.000070 0.999870 0.641848 60.595317 0.012398 0.009050 51.152579 48.753334 2.399245 9.421291
0.000100 1000 0.100000 1.000081 0.999849 0.641824 61.838404 0.016532 0.012342 51.214654 48.811993 2.402661 10.594876
0.000100 1100 0.110000 1.000092 0.999827 0.641800 63.194268 0.021255 0.016125 51.282880 48.876453 2.406427 11.874007
0.000100 1200 0.120000 1.000103 0.999805 0.641775 64.660024 0.026559 0.020389 51.357188 48.946649 2.410539 13.255888
0.000100 1300 0.130000 1.000114 0.999784 0.641751 66.232891 0.032434 0.025118 51.437498 49.022504 2.414994 14.737841
0.000100 1400 0.140000 1.000124 0.999763 0.641727 67.910182 0.038866 0.030298 51.523722 49.103934 2.419788 16.317296
0.000100 1500 0.150000 1.000135 0.999742 0.641703 69.689297 0.045841 0.035912 51.615761 49.190845 2.424916 17.991784
0.000100 1600 0.160000 1.000146 0.999721 0.641680 71.567715 0.053340 0.041941 51.713508 49.283134 2.430375 19.758926
0.000100 1700 0.170000 1.000156 0.999700 0.641656 73.542989 0.061344 0.048365 51.816848 49.380689 2.436159 21.616431
0.000100 1800 0.180000 1.000167 0.999680 0.641633 75.612736 0.069834 0.055164 51.925655 49.483390 2.442265 23.562083
0.000100 1900 0.190000 1.000177 0.999660 0.641610 77.774637 0.078785 0.062315 52.039795 49.591109 2.448686 25.593742
0.000100 2000 0.200000 1.000187 0.999640 0.641588 80.026429 0.088175 0.069796 52.159127 49.703710 2.455417 27.709332
0.000100 2100 0.210000 1.000197 0.999620 0.641565 82.365900 0.097978 0.077582 52.283501 49.821049 2.462453 29.906840
0.000100 2200 0.220000 1.000207 0.999601 0.641543 84.790888 0.108168 0.085649 52.412761 49.942974 2.469787 32.184310
0.000100 2300 0.230000 1.000217 0.999582 0.641522 87.299274 0.118719 0.093973 52.546744 50.069330 2.477415 34.539838
0.000100 2400 0.240000 1.000227 0.999563 0.641500 89.888978 0.129604 0.102529 52.685280 50.199952 2.485329 36.971565
0.000100 2500 0.250000 1.000237 0.999545 0.641479 92.557960 0.140795 0.111292 52.828195 50.334672 2.493523 39.477678
0.000100 2600 0.260000 1.000246 0.999527 0.641459 95.304212 0.152266 0.120238 52.975309 50.473317 2.501992 42.056400
0.000100 2700 0.270000 1.000255 0.999510 0.641439 98.125756 0.163987 0.129340 53.126437 50.615709 2.510728 44.705992
0.000100 2800 0.280000 1.000265 0.999492 0.641419 101.020645 0.175934 0.138576 53.281392 50.761667 2.519725 47.424743
0.000100 2900 0.290000 1.000274 0.999476 0.641399 103.986956 0.188078 0.147922 53.439984 50.911007 2.528977 50.210972
0.000100 3000 0.300000 1.000282 0.999459 0.641380 107.022789 0.200393 0.157353 53.602020 51.063544 2.538477 53.063023
0.000100 3100 0.310000 1.000291 0.999443 0.641362 110.126268 0.212854 0.166848 53.767306 51.219088 2.548217 55.979260
0.000100 3200 0.320000 1.000299 0.999427 0.641343 113.295536 0.225436 0.176384 53.935646 51.377453 2.558193 58.958069
0.000100 3300 0.330000 1.000308 0.999412 0.641326 116.528753 0.238115 0.185941 54.106845 51.538450 2.568396 61.997852
0.000100 3400 0.340000 1.000316 0.999397 0.641308 119.824100 0.250868 0.195497 54.280709 51.701889 2.578820 65.097025
0.000100 3500 0.350000 1.000324 0.999383 0.641291 123.179771 0.263673 0.205035 54.457044 51.867584 2.589460 68.254020
0.000100 3600 0.360000 1.000332 0.999368 0.641275 126.593980 0.276508 0.214535 54.635657 52.035349 2.600308 71.467280
0.000100 3700 0.370000 1.000339 0.999355 0.641259 130.064951 0.289354 0.223979 54.816358 52.205000 2.611358 74.735259
0.000100 3800 0.380000 1.000347 0.999341 0.641243 133.590929 0.302193 0.233353 54.998960 52.376356 2.622604 78.056423
0.000100 3900 0.390000 1.000354 0.999328 0.641227 137.170169 0.315005 0.242639 55.183279 52.549239 2.634040 81.429246
0.000100 4000 0.400000 1.000361 0.999316 0.641213 140.800943 0.327775 0.251825 55.369133 52.723474 2.645659 84.852211
0.000100 4100 0.410000 1.000368 0.999304 0.641198 144.481540 0.340486 0.260895 55.556346 52.898889 2.657457 88.323812
0.000100 4200 0.420000 1.000375 0.999292 0.641184 148.210262 0.353126 0.269839 55.744744 53.075318 2.669427 91.842552
0.000100 4300 0.430000 1.000381 0.999280 0.641170 151.985427 0.365679 0.278644 55.934160 53.252597 2.681563 95.406943
0.000100 4400 0.440000 1.000388 0.999269 0.641157 155.805372 0.378135 0.287301 56.124429 53.430568 2.693861 99.015507
0.000100 4500 0.450000 1.000394 0.999258 0.641144 159.668448 0.390480 0.295799 56.315393 53.609077 2.706316 102.666776
0.000100 4600 0.460000 1.000400 0.999248 0.641131 163.573026 0.402706 0.304129 56.506897 53.787976 2.718921 106.359294
0.000100 4700 0.470000 1.000406 0.999238 0.641119 167.517497 0.414803 0.312284 56.698792 53.967119 2.731673 110.091617
0.000100 4800 0.480000 1.000412 0.999228 0.641107 171.500268 0.426762 0.320257 56.890936 54.146368 2.744567 113.862313
0.000100 4900 0.490000 1.000418 0.999219 0.641096 175.519770 0.438575 0.328042 57.083188 54.325589 2.757599 117.669965
0.000100 5000 0.500000 1.000423 0.999210 0.641085 179.574455 0.450236 0.335632 57.275416 54.504653 2.770763 121.513170
0.000100 5100 0.510000 1.000429 0.999201 0.641074 183.662795 0.461739 0.343024 57.467492 54.683435 2.784057 125.390540
0.000100 5200 0.520000 1.000434 0.999193 0.641064 187.783290 0.473078 0.350213 57.659291 54.861815 2.797476 129.300707
0.000100 5300 0.530000 1.000439 0.999185 0.641054 191.934460 0.484249 0.357195 57.850697 55.039680 2.811017 133.242319
0.000100 5400 0.540000 1.000444 0.999177 0.641044 196.114855 0.495247 0.363968 58.041595 55.216919 2.824676 137.214045
0.000100 5500 0.550000 1.000449 0.999170 0.641035 200.323050 0.506070 0.370530 58.231877 55.393427 2.838451 141.214573
0.000100 5600 0.560000 1.000453 0.999163 0.641026 204.557646 0.516715 0.376878 58.421439 55.569102 2.852337 145.242614
0.000100 5700 0.570000 1.000458 0.999156 0.641017 208.817274 0.527179 0.383012 58.610182 55.743850 2.866332 149.296902
0.000100 5800 0.580000 1.000462 0.999150 0.641009 213.100597 0.537461 0.388930 58.798010 55.917577 2.880433 153.376196
0.000100 5900 0.590000 1.000467 0.999143 0.641000 217.406304 0.547559 0.394633 58.984833 56.090194 2.894639 157.479278
0.000100 6000 0.600000 1.000471 0.999137 0.640993 221.733118 0.557474 0.400120 59.170564 56.261618 2.908946 161.604959
0.000100 6100 0.610000 1.000475 0.999132 0.640985 226.079793 0.567205 0.405393 59.355120 56.431768 2.923352 165.752076
0.000100 6200 0.620000 1.000479 0.999126 0.640978 230.445116 0.576751 0.410452 59.538421 56.600566 2.937855 169.919492
0.000100 6300 0.630000 1.000483 0.999121 0.640971 234.827908 0.586114 0.415298 59.720392 56.767938 2.952454 174.106103
0.000100 6400 0.640000 1.000487 0.999116 0.640964 239.227020 0.595295 0.419934 59.900961 56.933814 2.967147 178.310830
0.000100 6500 0.650000 1.000490 0.999112 0.640957 243.641340 0.604295 0.424361 60.080058 57.098127 2.981931 182.532627
0.000100 6600 0.660000 1.000494 0.999107 0.640951 248.069790 0.613114 0.428582 60.257617 57.260811 2.996806 186.770477
0.000100 6700 0.670000 1.000497 0.999103 0.640945 252.511325 0.621757 0.432599 60.433575 57.421804 3.011770 191.023394
0.000100 6800 0.680000 1.000501 0.999099 0.640939 256.964935 0.630224 0.436416 60.607871 57.581049 3.026823 195.290425
0.000100 6900 0.690000 1.000504 0.999095 0.640934 261.429645 0.638517 0.440034 60.780448 57.738487 3.041962 199.570645
0.000100 7000 0.700000 1.000507 0.999092 0.640929 265.904513 0.646641 0.443458 60.951251 57.894064 3.057187 203.863162
0.000100 7100 0.710000 1.000510 0.999089 0.640923 270.388632 0.654597 0.446692 61.120226 58.047729 3.072496 208.167117
0.000100 7200 0.720000 1.000513 0.999086 0.640919 274.881129 0.662390 0.449738 61.287322 58.199432 3.087890 212.481679
0.000100 7300 0.730000 1.000516 0.999083 0.640914 279.381166 0.670021 0.452601 61.452492 58.349126 3.103367 216.806052
0.000100 7400 0.740000 1.000519 0.999080 0.640909 283.887937 0.677496 0.455285 61.615689 58.496763 3.118926 221.139467
0.000100 7500 0.750000 1.000522 0.999077 0.640905 288.400670 0.684817 0.457794 61.776869 58.642303 3.134567 225.481190
0.000100 7600 0.760000 1.000525 0.999075 0.640901 292.918626 0.691988 0.460133 61.935990 58.785701 3.150289 229.830515
0.000100 7700 0.770000 1.000527 0.999073 0.640897 297.441097 0.699014 0.462306 62.093011 58.926920 3.166091 234.186767
0.000100 7800 0.780000 1.000530 0.999071 0.640893 301.967410 0.705899 0.464316 62.247893 59.065920 3.181973 238.549301
0.000100 7900 0.790000 1.000532 0.999069 0.640890 306.496920 0.712646 0.466170 62.400601 59.202666 3.197935 242.917502
0.000100 8000 0.800000 1.000535 0.999067 0.640886 311.029017 0.719261 0.467872 62.551100 59.337124 3.213975 247.290784
0.000100 8100 0.810000 1.000537 0.999066 0.640883 315.563119 0.725748 0.469426 62.699355 59.469262 3.230094 251.668589
0.000100 8200 0.820000 1.000540 0.999064 0.640880 320.098675 0.732111 0.470838 62.845337 59.599048 3.246290 256.050388
0.000100 8300 0.830000 1.000542 0.999063 0.640877 324.635162 0.738354 0.472112 62.989017 59.726454 3.262563 260.435679
0.000100 8400 0.840000 1.000544 0.999062 0.640874 329.172090 0.744484 0.473253 63.130365 59.851453 3.278913 264.823988
0.000100 8500 0.850000 1.000546 0.999061 0.640871 333.708993 0.750503 0.474266 63.269358 59.974020 3.295338 269.214866
0.000100 8600 0.860000 1.000549 0.999060 0.640868 338.245435 0.756417 0.475155 63.405970 60.094131 3.311839 273.607892
0.000100 8700 0.870000 1.000551 0.999059 0.640866 342.781007 0.762232 0.475927 63.540180 60.211766 3.328414 278.002668
0.000100 8800 0.880000 1.000553 0.999059 0.640863 347.315326 0.767950 0.476584 63.671968 60.326905 3.345063 282.398823
0.000100 8900 0.890000 1.000555 0.999058 0.640861 351.848035 0.773578 0.477134 63.801315 60.439530 3.361786 286.796008
0.000100 9000 0.900000 1.000557 0.999058 0.640859 356.378802 0.779119 0.477579 63.928206 60.549626 3.378580 291.193898
0.000100 9100 0.910000 1.000559 0.999057 0.640857 360.907321 0.784580 0.477926 64.052624 60.657178 3.395446 295.592191
0.000100 9200 0.920000 1.000561 0.999057 0.640855 365.433306 0.789963 0.478178 64.174559 60.762177 3.412382 299.990605
0.000100 9300 0.930000 1.000563 0.999057 0.640853 369.956498 0.795275 0.478341 64.294000 60.864611 3.429388 304.388882
0.000100 9400 0.940000 1.000564 0.999057 0.640851 374.476658 0.800520 0.478419 64.410937 60.964475 3.446463 308.786782
0.000100 9500 0.950000 1.000566 0.999057 0.640849 378.993569 0.805702 0.478416 64.525366 61.061762 3.463604 313.184086
0.000100 9600 0.960000 1.000568 0.999057 0.640848 383.507036 0.810826 0.478337 64.637281 61.156469 3.480812 317.580592
0.000100 9700 0.970000 1.000570 0.999057 0.640846 388.016881 0.815896 0.478187 64.746681 61.248596 3.498085 321.976117
0.000100 9800 0.980000 1.000572 0.999057 0.640845 392.522949 0.820917 0.477969 64.853565 61.338144 3.515421 326.370497
0.000100 9900 0.990000 1.000573 0.999058 0.640843 397.025101 0.825894 0.477689 64.957935 61.425116 3.532819 330.763584
0.000100 10000 1.000000 1.000575 0.999058 0.640842 401.523218 0.830830 0.477349 65.059795 61.509517 3.550278 335.155243
0.000100 10100 1.010000 1.000577 0.999058 0.640840 406.017197 0.835731 0.476955 65.159152 61.591357 3.567795 339.545359
0.000100 10200 1.020000 1.000578 0.999059 0.640839 410.506951 0.840599 0.476509 65.256015 61.670645 3.585370 343.933828
0.000100 10300 1.030000 1.000580 0.999059 0.640838 414.992412 0.845440 0.476017 65.350394 61.747393 3.603001 348.320562
0.000100 10400 1.040000 1.000582 0.999060 0.640836 419.473524 0.850257 0.475480 65.442301 61.821616 3.620685 352.705486
0.000100 10500 1.050000 1.000583 0.999060 0.640835 423.950247 0.855055 0.474904 65.531752 61.893330 3.638421 357.088537
0.000100 10600 1.060000 1.000585 0.999061 0.640834 428.422556 0.859836 0.474292 65.618763 61.962556 3.656207 361.469665
0.000100 10700 1.070000 1.000587 0.999062 0.640833 432.890438 0.864606 0.473646 65.703354 62.029313 3.674041 365.848832
0.000100 10800 1.080000 1.000588 0.999062 0.640832 437.353894 0.869367 0.472971 65.785546 62.093626 3.691920 370.226010
0.000100 10900 1.090000 1.000590 0.999063 0.640831 441.812936 0.874124 0.472269 65.865362 62.155519 3.709843 374.601182
0.000100 11000 1.100000 1.000591 0.999064 0.640830 446.267591 0.878879 0.471543 65.942827 62.215020 3.727807 378.974341
0.000100 11100 1.110000 1.000593 0.999064 0.640829 450.717893 0.883637 0.470797 66.017968 62.272159 3.745809 383.345491
0.000100 11200 1.120000 1.000595 0.999065 0.640827 455.163890 0.888400 0.470032 66.090815 62.326967 3.763848 387.714643
0.000100 11300 1.130000 1.000596 0.999066 0.640826 459.605639 0.893172 0.469253 66.161398 62.379477 3.781921 392.081816
0.000100 11400 1.140000 1.000598 0.999067 0.640825 464.043207 0.897956 0.468461 66.229749 62.429724 3.800025 396.447041
0.000100 11500 1.150000 1.000599 0.999068 0.640824 468.476669 0.902755 0.467658 66.295903 62.477745 3.818158 400.810352
0.000100 11600 1.160000 1.000601 0.999068 0.640823 472.906111 0.907572 0.466848 66.359896 62.523579 3.836317 405.171794
0.000100 11700 1.170000 1.000603 0.999069 0.640822 477.331625 0.912410 0.466032 66.421766 62.567266 3.854500 409.531417
0.000100 11800 1.180000 1.000604 0.999070 0.640821 481.753311 0.917271 0.465213 66.481550 62.608847 3.872703 413.889277
0.000100 11900 1.190000 1.000606 0.999071 0.640820 486.171277 0.922158 0.464392 66.539290 62.648366 3.890924 418.245438
0.000100 12000 1.200000 1.000607 0.999072 0.640819 490.585639 0.927073 0.463572 66.595027 62.685867 3.909160 422.599967
0.000100 12100 1.210000 1.000609 0.999072 0.640818 494.996516 0.932019 0.462754 66.648804 62.721395 3.927408 426.952939
0.000100 12200 1.220000 1.000611 0.999073 0.640817 499.404035 0.936999 0.461940 66.700664 62.754999 3.945666 431.304431
0.000100 12300 1.230000 1.000612 0.999074 0.640816 503.808327 0.942014 0.461131 66.750654 62.786724 3.963930 435.654528
0.000100 12400 1.240000 1.000614 0.999075 0.640815 508.209530 0.947066 0.460330 66.798819 62.816621 3.982198 440.003315
0.000100 12500 1.250000 1.000616 0.999076 0.640814 512.607784 0.952158 0.459537 66.845205 62.844739 4.000466 444.350883
0.000100 12600 1.260000 1.000617 0.999076 0.640813 517.003233 0.957291 0.458755 66.889860 62.871128 4.018732 448.697327
0.000100 12700 1.270000 1.000619 0.999077 0.640812 521.396026 0.962468 0.457983 66.932833 62.895840 4.036992 453.042743
0.000100 12800 1.280000 1.000621 0.999078 0.640811 525.786314 0.967689 0.457223 66.974171 62.918927 4.055245 457.387230
0.000100 12900 1.290000 1.000622 0.999079 0.640810 530.174249 0.972956 0.456477 67.013926 62.940440 4.073486 461.730890
0.000100 13000 1.300000 1.000624 0.999079 0.640808 534.559988 0.978271 0.455746 67.052145 62.960432 4.091713 466.073826
0.000100 13100 1.310000 1.000626 0.999080 0.640807 538.943685 0.983635 0.455029 67.088879 62.978956 4.109923 470.416142
0.000100 13200 1.320000 1.000627 0.999081 0.640806 543.325500 0.989050 0.454329 67.124179 62.996065 4.128113 474.757943
0.000100 13300 1.330000 1.000629 0.999082 0.640805 547.705590 0.994516 0.453645 67.158094 63.011813 4.146281 479.099335
0.000100 13400 1.340000 1.000631 0.999082 0.640804 552.084112 1.000035 0.452979 67.190675 63.026251 4.164423 483.440424
0.000100 13500 1.350000 1.000633 0.999083 0.640802 556.461224 1.005607 0.452331 67.221971 63.039434 4.182538 487.781315
0.000100 13600 1.360000 1.000634 0.999084 0.640801 560.837083 1.011234 0.451701 67.252035 63.051414 4.200621 492.122113
0.000100 13700 1.370000 1.000636 0.999084 0.640800 565.211842 1.016916 0.451091 67.280914 63.062244 4.218670 496.462921
0.000100 13800 1.380000 1.000638 0.999085 0.640798 569.585654 1.022654 0.450500 67.308660 63.071977 4.236683 500.803840
0.000100 13900 1.390000 1.000640 0.999085 0.640797 573.958670 1.028448 0.449929 67.335321 63.080663 4.254657 505.144972
0.000100 14000 1.400000 1.000642 0.999086 0.640796 578.331037 1.034300 0.449379 67.360947 63.088356 4.272590 509.486412
0.000100 14100 1.410000 1.000643 0.999086 0.640794 582.702898 1.040210 0.448848 67.385585 63.095106 4.290480 513.828255
0.000100 14200 1.420000 1.000645 0.999087 0.640793 587.074393 1.046177 0.448338 67.409285 63.100963 4.308323 518.170592
0.000100 14300 1.430000 1.000647 0.999087 0.640791 591.445658 1.052203 0.447849 67.432094 63.105977 4.326117 522.513511
0.000100 14400 1.440000 1.000649 0.999088 0.640790 595.816822 1.058287 0.447381 67.454059 63.110198 4.343861 526.857094
0.000100 14500 1.450000 1.000651 0.999088 0.640788 600.188012 1.064431 0.446934 67.475226 63.113674 4.361552 531.201422
0.000100 14600 1.460000 1.000653 0.999089 0.640787 604.559346 1.070632 0.446508 67.495640 63.116452 4.379188 535.546566
0.000100 14700 1.470000 1.000655 0.999089 0.640785 608.930938 1.076893 0.446102 67.515346 63.118580 4.396767 539.892597
0.000100 14800 1.480000 1.000657 0.999090 0.640784 613.302896 1.083213 0.445717 67.534389 63.120102 4.414287 544.239576
0.000100 14900 1.490000 1.000658 0.999090 0.640782 617.675318 1.089591 0.445353 67.552812 63.121065 4.431746 548.587562
0.000100 15000 1.500000 1.000660 0.999090 0.640780 622.048298 1.096027 0.445010 67.570656 63.121513 4.449143 552.936605
0.000100 15100 1.510000 1.000662 0.999091 0.640779 626.421920 1.102522 0.444687 67.587963 63.121487 4.466476 557.286748
0.000100 15200 1.520000 1.000664 0.999091 0.640777 630.796263 1.109075 0.444384 67.604774 63.121030 4.483743 561.638031
0.000100 15300 1.530000 1.000666 0.999091 0.640775 635.171394 1.115685 0.444101 67.621127 63.120183 4.500943 565.990482
0.000100 15400 1.540000 1.000668 0.999092 0.640774 639.547374 1.122352 0.443837 67.637061 63.118986 4.518075 570.344125
0.000100 15500 1.550000 1.000670 0.999092 0.640772 643.924255 1.129075 0.443593 67.652613 63.117476 4.535137 574.698975
0.000100 15600 1.560000 1.000672 0.999092 0.640770 648.302079 1.135854 0.443368 67.667819 63.115691 4.552127 579.055039
0.000100 15700 1.570000 1.000674 0.999092 0.640768 652.680879 1.142688 0.443161 67.682713 63.113667 4.569046 583.412316
0.000100 15800 1.580000 1.000676 0.999092 0.640766 657.060678 1.149577 0.442973 67.697329 63.111438 4.585891 587.770799
0.000100 15900 1.590000 1.000678 0.999093 0.640765 661.441491 1.156519 0.442803 67.711700 63.109037 4.602663 592.130468
0.000100 16000 1.600000 1.000680 0.999093 0.640763 665.823320 1.163515 0.442650 67.725855 63.106496 4.619359 596.491301
0.000100 16100 1.610000 1.000682 0.999093 0.640761 670.206161 1.170562 0.442515 67.739824 63.103845 4.635979 600.853261
0.000100 16200 1.620000 1.000685 0.999093 0.640759 674.589997 1.177660 0.442396 67.753635 63.101113 4.652523 605.216306
0.000100 16300 1.630000 1.000687 0.999093 0.640757 678.974802 1.184808 0.442293 67.767315 63.098326 4.668989 609.580386
0.000100 16400 1.640000 1.000689 0.999093 0.640755 683.360538 1.192005 0.442206 67.780888 63.095509 4.685378 613.945440
0.000100 16500 1.650000 1.000691 0.999093 0.640753 687.747159 1.199250 0.442134 67.794377 63.092688 4.701689 618.311399
0.000100 16600 1.660000 1.000693 0.999093 0.640751 692.134607 1.206541 0.442077 67.807803 63.089882 4.717921 622.678187
0.000100 16700 1.670000 1.000695 0.999093 0.640749 696.522816 1.213878 0.442034 67.821187 63.087113 4.734074 627.045717
0.000100 16800 1.680000 1.000697 0.999093 0.640747 700.911706 1.221259 0.442004 67.834546 63.084398 4.750148 631.413897
0.000100 16900 1.690000 1.000699 0.999093 0.640745 705.301190 1.228683 0.441988 67.847897 63.081755 4.766142 635.782622
0.000100 17000 1.700000 1.000701 0.999093 0.640743 709.691170 1.236148 0.441985 67.861254 63.079197 4.782057 640.151784
0.000100 17100 1.710000 1.000703 0.999093 0.640741 714.081537 1.243654 0.441993 67.874629 63.076737 4.797892 644.521261
0.000100 17200 1.720000 1.000706 0.999093 0.640739 718.472173 1.251199 0.442013 67.888033 63.074386 4.813647 648.890929
0.000100 17300 1.730000 1.000708 0.999093 0.640737 722.862951 1.258781 0.442045 67.901474 63.072152 4.829322 653.260652
0.000100 17400 1.740000 1.000710 0.999093 0.640735 727.253733 1.266399 0.442086 67.914960 63.070043 4.844917 657.630288
0.000100 17500 1.750000 1.000712 0.999093 0.640733 731.644372 1.274051 0.442138 67.928495 63.068063 4.860432 661.999688
0.000100 17600 1.760000 1.000714 0.999093 0.640731 736.034713 1.281737 0.442199 67.942082 63.066214 4.875868 666.368695
0.000100 17700 1.770000 1.000716 0.999093 0.640729 740.424591 1.289455 0.442270 67.955722 63.064497 4.891224 670.737145
0.000100 17800 1.780000 1.000718 0.999093 0.640726 744.813832 1.297202 0.442348 67.969413 63.062912 4.906501 675.104869
0.000100 17900 1.790000 1.000721 0.999093 0.640724 749.202255 1.304978 0.442435 67.983153 63.061454 4.921698 679.471689
0.000100 18000 1.800000 1.000723 0.999093 0.640722 753.589670 1.312782 0.442529 67.996936 63.060119 4.936817 683.837423
0.000100 18100 1.810000 1.000725 0.999093 0.640720 757.975880 1.320611 0.442631 68.010757 63.058900 4.951857 688.201881
0.000100 18200 1.820000 1.000727 0.999093 0.640718 762.360678 1.328465 0.442739 68.024605 63.057787 4.966818 692.564870
0.000100 18300 1.830000 1.000729 0.999093 0.640716 766.743853 1.336341 0.442853 68.038472 63.056770 4.981701 696.926188
0.000100 18400 1.840000 1.000731 0.999092 0.640714 771.125186 1.344239 0.442973 68.052343 63.055837 4.996507 701.285631
0.000100 18500 1.850000 1.000733 0.999092 0.640711 775.504449 1.352156 0.443099 68.066206 63.054972 5.011234 705.642988
0.000100 18600 1.860000 1.000736 0.999092 0.640709 779.881411 1.360093 0.443229 68.080046 63.054161 5.025885 709.998043
0.000100 18700 1.870000 1.000738 0.999092 0.640707 784.255834 1.368046 0.443365 68.093844 63.053386 5.040459 714.350578
0.000100 18800 1.880000 1.000740 0.999092 0.640705 788.627473 1.376016 0.443505 68.107583 63.052627 5.054956 718.700369
0.000100 18900 1.890000 1.000742 0.999092 0.640703 792.996079 1.384000 0.443649 68.121243 63.051866 5.069377 723.047187
0.000100 19000 1.900000 1.000744 0.999092 0.640701 797.361398 1.391997 0.443798 68.134802 63.051080 5.083722 727.390801
0.000100 19100 1.910000 1.000746 0.999091 0.640699 801.723170 1.400007 0.443950 68.148238 63.050246 5.097992 731.730975
0.000100 19200 1.920000 1.000748 0.999091 0.640696 806.081133 1.408027 0.444106 68.161529 63.049342 5.112187 736.067471
0.000100 19300 1.930000 1.000751 0.999091 0.640694 810.435019 1.416058 0.444265 68.174650 63.048342 5.126308 740.400046
0.000100 19400 1.940000 1.000753 0.999091 0.640692 814.784556 1.424097 0.444428 68.187576 63.047221 5.140354 744.728455
0.000100 19500 1.950000 1.000755 0.999091 0.640690 819.129471 1.432144 0.444594 68.200281 63.045954 5.154327 749.052451
0.000100 19600 1.960000 1.000757 0.999091 0.640688 823.469485 1.440198 0.444764 68.212740 63.044514 5.168226 753.371784
0.000100 19700 1.970000 1.000759 0.999090 0.640686 827.804319 1.448257 0.444937 68.224926 63.042873 5.182053 757.686199
0.000100 19800 1.980000 1.000761 0.999090 0.640683 832.133688 1.456321 0.445113 68.236812 63.041005 5.195807 761.995442
0.000100 19900 1.990000 1.000763 0.999090 0.640681 836.457310 1.464390 0.445292 68.248372 63.038883 5.209489 766.299256
0.000100 20000 2.000000 1.000765 0.999090 0.640679 840.774897 1.472461 0.445475 68.259579 63.036479 5.223100 770.597382
0.000100 20100 2.010000 1.000768 0.999090 0.640677 845.086160 1.480535 0.445661 68.270407 63.033767 5.236640 774.889558
0.000100 20200 2.020000 1.000770 0.999090 0.640675 849.390812 1.488611 0.445850 68.280828 63.030719 5.250109 779.175522
0.000100 20300 2.030000 1.000772 0.999089 0.640673 853.688561 1.496687 0.446044 68.290818 63.027310 5.263508 783.455011
0.000100 20400 2.040000 1.000774 0.999089 0.640671 857.979117 1.504764 0.446241 68.300351 63.023514 5.276837 787.727760
0.000100 20500 2.050000 1.000776 0.999089 0.640669 862.262190 1.512841 0.446442 68.309403 63.019305 5.290098 791.993503
0.000100 20600 2.060000 1.000778 0.999089 0.640666 866.537489 1.520917 0.446648 68.317950 63.014660 5.303290 796.251974
0.000100 20700 2.070000 1.000780 0.999088 0.640664 870.804723 1.528991 0.446858 68.325969 63.009555 5.316414 800.502905
0.000100 20800 2.080000 1.000782 0.999088 0.640662 875.063603 1.537064 0.447073 68.333438 63.003968 5.329470 804.746029
0.000100 20900 2.090000 1.000784 0.999088 0.640660 879.313841 1.545134 0.447292 68.340336 62.997877 5.342460 808.981079
0.000100 21000 2.100000 1.000786 0.999088 0.640658 883.555149 1.553201 0.447517 68.346645 62.991262 5.355383 813.207786
0.000100 21100 2.110000 1.000788 0.999088 0.640656 887.787242 1.561265 0.447748 68.352345 62.984105 5.368240 817.425885
0.000100 21200 2.120000 1.000790 0.999087 0.640654 892.009836 1.569325 0.447984 68.357420 62.976387 5.381033 821.635108
0.000100 21300 2.130000 1.000792 0.999087 0.640652 896.222650 1.577381 0.448227 68.361853 62.968093 5.393760 825.835189
0.000100 21400 2.140000 1.000794 0.999087 0.640650 900.425404 1.585432 0.448476 68.365632 62.959208 5.406424 830.025864
0.000100 21500 2.150000 1.000796 0.999087 0.640647 904.617821 1.593479 0.448731 68.368743 62.949718 5.419025 834.206869
0.000100 21600 2.160000 1.000798 0.999086 0.640645 908.799630 1.601520 0.448994 68.371174 62.939611 5.431563 838.377942
0.000100 21700 2.170000 1.000800 0.999086 0.640643 912.970558 1.609556 0.449264 68.372917 62.928878 5.444039 842.538822
0.000100 21800 2.180000 1.000802 0.999086 0.640641 917.130341 1.617586 0.449542 68.373962 62.917509 5.456453 846.689251
0.000100 21900 2.190000 1.000804 0.999085 0.640639 921.278715 1.625609 0.449827 68.374305 62.905497 5.468807 850.828973
0.000100 22000 2.200000 1.000806 0.999085 0.640637 925.415420 1.633627 0.450121 68.373938 62.892837 5.481102 854.957734
