#Kb Vr Ebend Vr_input
#0.01 0.799931 0.030569 0.8
#0.01 0.776807 0.029641 0.78
#0.01 0.752677 0.027544 0.76
0.01 0.727487 0.022504 0.74
0.01 0.713536 0.016132 0.72
#0.01 0.695921 0.009364 0.7
#0.01 0.689513 0.010912 0.68
#0.01 0.675631 0.011609 0.66
#0.01 0.659910 0.014733 0.64
#0.01 0.640517 0.019511 0.62
#0.01 0.619587 0.024790 0.6
#0.01 0.598822 0.029650 0.58
#0.01 0.578701 0.034151 0.56
#0.01 0.558344 0.039457 0.54
#0.01 0.543607 0.042950 0.52
#0.01 0.528014 0.049596 0.5
