#Kb Vr Ebend
0.01 0.646463 0.453118
0.01 0.593102 0.487336
0.01 0.539885 0.520427
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
