#Kb Vr Ebend
0.01 0.646299 0.453766
0.01 0.59336 0.487378
0.01 0.53999 0.521321
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
