#Kb Vr Ebend
0.1 0.998368 12.179
0.1 0.998299 12.1742
0.1 0.998288 12.1537
0.1 0.998173 12.1601
0.1 0.998095 12.1657
0.1 0.998085 12.1864
0.1 0.998033 12.1636
0.1 0.997935 12.1603
0.1 0.997809 12.136
0.1 0.997904 12.1645
0.1 0.99786 12.1471
0.1 0.997816 12.1869
0.1 0.997674 12.1618
0.1 0.99765 12.1883
0.1 0.946523 12.5316
0.1 0.904945 12.8075
