#Kb Vr Ebend
0.01 0.646491 0.453959
0.01 0.593303 0.48773
0.01 0.54016 0.522616
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
