#Kb Vr Ebend
0.002 0.553573 0.11375
0.002 0.563581 0.110839
0.002 0.573437 0.107879
0.002 0.583329 0.105205
0.002 0.593266 0.102658
0.002 0.603029 0.10017
0.002 0.613066 0.0978548
0.002 0.622971 0.0956277
0.002 0.632856 0.093519
0.002 0.642826 0.0914962
0.002 0.652765 0.0895024
0.002 0.662695 0.0875923
0.002 0.672523 0.0857552
0.002 0.702556 0.0808332
0.002 0.751939 0.0741548
0.002 0.8018 0.0686121
0.002 0.85216 0.0636585
0.002 0.901694 0.0590098
0.002 0.952297 0.0543707
