#Kb Vr Ebend
0.01 0.200403 0.646344
0.01 0.250677 0.464873
0.01 0.30055 0.465227
0.01 0.349457 0.464581
0.01 0.399963 0.463527
0.01 0.450277 0.495908
0.01 0.500604 0.495467
