#Kb Vr Ebend
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 0.668637 0.020305
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 nan nan
0.02 0.550586 0.016443
0.02 0.540336 0.0192187
0.02 0.528436 0.0243564
