#Kb Vr Ebend
0.01 0.199909 0.46616
0.01 0.249912 0.460741
0.01 0.300579 0.500984
0.01 0.350488 0.50367
0.01 0.40076 0.50132
0.01 0.450741 0.503618
0.01 0.500821 0.502373
