#Kb Vr Ebend
0.002 0.951377 0.0388636
0.002 0.901211 0.0464266
0.002 0.85078 0.0550679
0.002 0.800923 0.0605282
0.002 0.750473 0.0681704
0.002 0.699278 0.0746408
0.002 0.670068 0.0837242
0.002 0.659754 0.08615
0.002 0.649043 0.0915759
0.002 0.638901 0.0928758
0.002 0.629111 0.0974211
0.002 0.618737 0.100135
#0.002 0.611933 0.325716
#0.002 0.602603 0.365273
#0.002 0.5924 0.417887
#0.002 0.581777 0.463335
#0.002 0.572119 0.502113
#0.002 0.562374 0.545868
#0.002 0.551689 0.62017
