dt s t A/A0 V/V0 v et eb ea ega ev ek ee ebl ebn es
1e-06 20100 0.0201 0.999203 0.999648 0.642541 596.649 565.246 0 0.00794398 0.00165464 9.18581 0 148.709 416.537 22.2079 
1e-06 20200 0.0202 0.999309 1.00757 0.647532 582.738 547.32 0 0.00595979 0.764791 12.9892 0 132.211 415.109 21.6578 
1e-06 20300 0.0203 0.999368 1.01274 0.650795 573.287 531.058 0 0.00498894 2.1636 18.252 0 116.336 414.722 21.8076 
1e-06 20400 0.0204 0.999162 1.01255 0.650875 571.243 521.492 0 0.00876623 2.1003 25.6562 0 107.191 414.3 21.9865 
1e-06 20500 0.0205 0.999707 1.00936 0.648295 568.515 513.029 0 0.00107309 1.16879 31.9077 0 99.7874 413.241 22.4084 
1e-06 20600 0.0206 0.999053 0.934905 0.601062 653.914 560.527 0 0.0112042 56.4838 12.4029 0 143.881 416.646 24.4892 
1e-06 20700 0.0207 1 1.03151 0.66223 650.74 603.33 0 3.16168e-10 13.2372 5.99065 0 177.438 425.892 28.1816 
1e-06 20800 0.0208 0.999308 1.00849 0.64812 621.49 590.644 0 0.00598922 0.960163 4.95806 0 168.871 421.772 24.922 
1e-06 20900 0.0209 0.999177 0.999937 0.642752 596.931 566.887 0 0.00846819 5.34287e-05 8.04175 0 148.455 418.431 21.9943 
1e-06 21000 0.021 0.999069 1.00202 0.644198 586.438 549.267 0 0.0108242 0.0546338 16.1754 0 131.787 417.48 20.9308 
