#Kb Vr Ebend
0.01 0.668714 0.431717
0.01 0.625208 0.47469
0.01 0.581946 0.525143
0.01 0.541361 0.584067
0.01 nan nan
0.01 0.34898 0.457552
0.01 nan nan
0.01 nan nan
0.01 nan nan
