#Kb Vr Ebend
0.1 0.701857 0.0129213
0.1 0.702371 0.0175561
0.1 0.702186 1.0393
0.1 0.702192 0.0816714
0.1 0.699511 0.0124499
0.1 0.695346 0.020995
0.1 0.693598 0.0188511
0.1 0.694459 0.0624194
0.1 0.562086 0.108481
0.1 0.56237 0.097069
0.1 0.560557 0.0989202
0.1 0.559093 0.105873
0.1 0.55677 0.109979
0.1 0.554655 0.115521
0.1 nan nan
0.1 0.549945 0.145073
