5.6193840503692627e-01 -9.5470654964447021e-01 1.0755676031112671e-01
-1.0252375602722168e+00 3.0772989988327026e-01 -2.3054942488670349e-01
-3.7870803475379944e-01 -5.8367663621902466e-01 5.9817045927047729e-01
-6.6649943590164185e-01 4.1709190607070923e-01 5.4970049858093262e-01
1.6698661446571350e-01 -7.4928265810012817e-01 5.6084328889846802e-01
-8.1290346384048462e-01 1.6898620128631592e-01 5.2162766456604004e-01
-1.0236320495605469e+00 1.7664146423339844e-01 -2.9575923085212708e-01
2.1671649813652039e-01 -2.5344812870025635e-01 6.9936293363571167e-01
-6.4123672246932983e-01 -6.2709349393844604e-01 4.6880966424942017e-01
-2.3572815954685211e-01 -1.3401448726654053e-02 7.1089291572570801e-01
8.1484806537628174e-01 -7.0430976152420044e-01 -2.1552714705467224e-01
-9.4864182174205780e-02 2.4559432268142700e-01 7.0823192596435547e-01
4.6097379922866821e-01 9.4358837604522705e-01 2.7443450689315796e-01
3.0725833773612976e-01 -1.0392582416534424e+00 -1.9676235318183899e-01
-1.3033428788185120e-01 9.4882118701934814e-01 4.0836438536643982e-01
3.5340717434883118e-01 -2.7806749939918518e-01 6.7876803874969482e-01
1.1097981929779053e+00 -7.5020879507064819e-02 8.2527197897434235e-02
-1.0107929706573486e+00 1.6044521331787109e-01 3.2197922468185425e-01
1.9797147810459137e-01 5.1013183593750000e-01 6.5393227338790894e-01
2.9335016012191772e-01 -1.3363569974899292e-01 7.0099663734436035e-01
-1.1859607696533203e-01 -3.7851911783218384e-01 6.8904942274093628e-01
3.9545479416847229e-01 7.1740800142288208e-01 -5.2880108356475830e-01
4.6494135260581970e-01 -9.7325611114501953e-01 2.1103358268737793e-01
3.2960653305053711e-01 -9.8228037357330322e-01 2.9993203282356262e-01
8.0722731351852417e-01 6.5274661779403687e-01 2.9712337255477905e-01
-1.0788316726684570e+00 1.3997788727283478e-01 1.8648284673690796e-01
3.8761857151985168e-01 -4.6436303853988647e-01 -6.3502991199493408e-01
5.3531175851821899e-01 -1.9669423997402191e-01 -6.4687085151672363e-01
-2.1531137824058533e-01 1.0134570598602295e+00 3.0022883415222168e-01
5.1956009864807129e-01 -4.2593413591384888e-01 -6.0852193832397461e-01
1.2833587825298309e-01 1.0274224281311035e+00 3.0135440826416016e-01
4.4538700580596924e-01 1.2230189144611359e-01 6.7616325616836548e-01
-8.2889541983604431e-02 -4.3547153472900391e-03 7.2017085552215576e-01
-6.7722648382186890e-01 -7.6058006286621094e-01 -3.2916405797004700e-01
-5.2733761072158813e-01 -8.4986555576324463e-01 -3.5555070638656616e-01
8.1888705492019653e-01 3.7874794006347656e-01 4.6436709165573120e-01
-5.3486472368240356e-01 -8.4779989719390869e-01 3.5269886255264282e-01
-3.9878648519515991e-01 -8.4288394451141357e-01 4.3534070253372192e-01
-5.2503591775894165e-01 -6.1273801326751709e-01 5.3705489635467529e-01
9.7994405031204224e-01 -4.7208407521247864e-01 1.8383857607841492e-01
-3.9545276761054993e-01 -7.1741551160812378e-01 5.2879846096038818e-01
-5.8021724224090576e-02 -5.1559787988662720e-01 -6.6210395097732544e-01
1.1100945472717285e+00 -1.1906355619430542e-01 -4.4964551925659180e-02
-6.2948501110076904e-01 -6.1345505714416504e-01 -4.8360991477966309e-01
-2.8946739435195923e-01 -1.5764483809471130e-01 6.9998919963836670e-01
-4.6528312563896179e-01 -3.3529379963874817e-01 6.4579617977142334e-01
8.3972704410552979e-01 3.7322756648063660e-01 -4.4841378927230835e-01
-8.2543420791625977e-01 -5.2230203151702881e-01 -3.8630494475364685e-01
-3.5744126886129379e-02 9.2679250240325928e-01 -4.3995964527130127e-01
