#Kb Vr Ebend
0.01 0.640084 0.435951
0.01 0.58941 0.473405
0.01 0.525266 0.452809
0.01 0.462909 0.496055
0.01 0.411395 0.495869
0.01 0.35957 0.497019
0.01 0.31011 0.500378
0.01 0.258175 0.507123
0.01 0.207285 0.509335
