#Kb A/At V/Vt Vr Ebend Da
0.001 0.999032 1.008970 0.707304 0.041682 1.1
0.001 0.999034 1.009650 0.707782 0.041579 1.12
0.001 0.999013 1.010440 0.708358 0.041364 1.14
0.001 0.999047 1.010990 0.708703 0.041165 1.16
0.001 0.999021 1.011700 0.709235 0.040743 1.18
0.001 0.999039 1.012360 0.709676 0.040277 1.2
0.001 0.999030 1.008420 0.706921 0.040092 1.22
0.001 0.999035 1.007670 0.706389 0.041632 1.05
