#Kb A/At V/Vt Vr Ebend Da
0.001 0.999003 1.009010 0.707364 0.042482 1.1
0.001 0.999005 1.009380 0.707624 0.042413 1.12
0.001 0.999000 1.010260 0.708242 0.042246 1.14
0.001 0.999002 1.011260 0.708942 0.042004 1.16
0.001 0.999002 1.011960 0.709436 0.041653 1.18
0.001 0.999004 1.012880 0.710079 0.041224 1.2
0.001 0.999000 1.013890 0.710792 0.040610 1.22
