dt s t A/A0 V/V0 v et eb ea ega ev ek ee ebl ebn es
1e-05 42400 0.424 1.00031 0.999702 0.641511 72.8695 62.0762 0 0.00119813 0.00118257 0.0900932 0 46.9997 15.0766 10.7008 
1e-05 42500 0.425 1.00033 0.999667 0.641473 72.8719 62.0759 0 0.00132658 0.00148166 0.0913937 0 47.0041 15.0718 10.7018 
1e-05 42600 0.426 1.00029 0.999696 0.641522 72.8746 62.0735 0 0.00107541 0.00123575 0.0951843 0 47.0079 15.0656 10.7036 
1e-05 42700 0.427 1.00036 0.999703 0.641465 72.8724 62.0764 0 0.00160088 0.00118013 0.0940015 0 47.0019 15.0745 10.6992 
1e-05 42800 0.428 1.00038 0.999693 0.64144 72.8754 62.0849 0 0.00177707 0.00125586 0.0951895 0 46.9975 15.0874 10.6922 
1e-05 42900 0.429 1.00033 0.999775 0.641537 72.8785 62.0883 0 0.0013672 0.000676462 0.0985261 0 47.0005 15.0879 10.6896 
1e-05 43000 0.43 1.00015 0.999708 0.641672 72.8796 62.0849 0 0.000264143 0.00114096 0.0953656 0 47.0031 15.0818 10.6979 
1e-05 43100 0.431 1.00028 0.999672 0.641521 72.8815 62.0732 0 0.00097023 0.00143747 0.0969283 0 46.9966 15.0766 10.709 
1e-05 43200 0.432 1.00024 0.999673 0.641563 72.8759 62.0766 0 0.000699218 0.00142471 0.0919468 0 47.0047 15.0719 10.7052 
1e-05 43300 0.433 1.0003 0.999629 0.641477 72.8827 62.0578 0 0.00109413 0.00183512 0.102631 0 47.0037 15.0541 10.7193 
1e-05 43400 0.434 1.00025 0.999677 0.64155 72.8822 62.0745 0 0.000799452 0.00138884 0.0967313 0 47.0067 15.0678 10.7087 
1e-05 43500 0.435 1.00025 0.999705 0.641566 72.8803 62.0814 0 0.000805308 0.00116304 0.0943218 0 47.0009 15.0805 10.7027 
1e-05 43600 0.436 1.00031 0.999738 0.641533 72.8764 62.0781 0 0.00120344 0.000919296 0.0968553 0 47.0011 15.077 10.6993 
1e-05 43700 0.437 1.00028 0.999649 0.641503 72.8816 62.0638 0 0.00100191 0.00164143 0.099488 0 47.0003 15.0635 10.7156 
1e-05 43800 0.438 1.00038 0.999705 0.641446 72.8834 62.0804 0 0.00179112 0.00116509 0.0984916 0 47.011 15.0694 10.7015 
1e-05 43900 0.439 1.00036 0.999661 0.641438 72.8778 62.0748 0 0.00160245 0.00153749 0.0988877 0 47.004 15.0709 10.7009 
1e-05 44000 0.44 1.00036 0.999689 0.641455 72.8786 62.0763 0 0.00161228 0.00128762 0.0972572 0 47.0084 15.0679 10.7021 
1e-05 44100 0.441 1.00036 0.999786 0.64152 72.8779 62.0596 0 0.00158757 0.000610746 0.0979962 0 46.9991 15.0605 10.7181 
1e-05 44200 0.442 1.00033 0.999738 0.641517 72.8734 62.0779 0 0.00134122 0.000914372 0.0941935 0 47.0011 15.0768 10.699 
1e-05 44300 0.443 1.00023 0.999658 0.641563 72.8763 62.0976 0 0.000638241 0.0015658 0.0932748 0 47.0014 15.0962 10.6832 
1e-05 44400 0.444 1.00037 0.999606 0.641391 72.8764 62.1095 0 0.00170964 0.00207333 0.0948206 0 47.0034 15.1061 10.6683 
1e-05 44500 0.445 1.00019 0.999619 0.641576 72.8736 62.1065 0 0.00043338 0.00194058 0.092779 0 46.9998 15.1067 10.6719 
1e-05 44600 0.446 1.00031 0.999619 0.641459 72.8738 62.089 0 0.00118589 0.00193566 0.0962598 0 46.9952 15.0938 10.6855 
1e-05 44700 0.447 1.00031 0.999676 0.641495 72.8802 62.0839 0 0.0011948 0.00140002 0.100636 0 46.9986 15.0853 10.6931 
1e-05 44800 0.448 1.00036 0.999711 0.641469 72.8772 62.0811 0 0.00161579 0.00111296 0.0956511 0 46.998 15.0831 10.6977 
1e-05 44900 0.449 1.00027 0.999702 0.64155 72.8804 62.0889 0 0.000902065 0.00118262 0.100498 0 47.0015 15.0874 10.689 
1e-05 45000 0.45 1.00031 0.999679 0.6415 72.8795 62.0883 0 0.00116653 0.00137739 0.0984512 0 47.0034 15.0849 10.6902 
1e-05 45100 0.451 1.00025 0.999687 0.641557 72.8826 62.0864 0 0.000792819 0.00130878 0.0978374 0 47.0028 15.0835 10.6963 
1e-05 45200 0.452 1.00023 0.999662 0.641564 72.8769 62.0842 0 0.000647806 0.00152918 0.0974739 0 46.9996 15.0846 10.693 
1e-05 45300 0.453 1.00025 0.999562 0.641481 72.8729 62.0987 0 0.000764889 0.00255854 0.0918021 0 47.0006 15.0981 10.679 
1e-05 45400 0.454 1.0003 0.99964 0.641485 72.875 62.1152 0 0.00108909 0.00172894 0.0910863 0 47.0038 15.1114 10.6659 
1e-05 45500 0.455 1.00026 0.999748 0.641589 72.8873 62.1263 0 0.000841742 0.00084678 0.101886 0 47.0036 15.1227 10.6573 
1e-05 45600 0.456 1.00037 0.999732 0.641476 72.8829 62.1237 0 0.00167401 0.000956676 0.0975078 0 47.0061 15.1176 10.6591 
1e-05 45700 0.457 1.00024 0.999718 0.641587 72.8814 62.1206 0 0.000723543 0.00106159 0.0947978 0 47.0001 15.1205 10.6642 
1e-05 45800 0.458 1.00031 0.999666 0.641486 72.8898 62.1137 0 0.00121397 0.00148833 0.101368 0 46.9997 15.114 10.6721 
1e-05 45900 0.459 1.00034 0.999658 0.641453 72.8824 62.1058 0 0.00144331 0.00156333 0.0974003 0 46.9974 15.1083 10.6763 
1e-05 46000 0.46 1.00036 0.999601 0.641398 72.8844 62.0872 0 0.00160848 0.00213014 0.097316 0 47.0026 15.0846 10.6962 
1e-05 46100 0.461 1.00028 0.999711 0.641545 72.8795 62.0797 0 0.000983464 0.00111589 0.096722 0 47.0074 15.0723 10.701 
1e-05 46200 0.462 1.00029 0.99966 0.641501 72.8751 62.0761 0 0.00106728 0.00153961 0.0902995 0 47.0088 15.0673 10.7061 
1e-05 46300 0.463 1.00029 0.999671 0.641514 72.8773 62.0849 0 0.00101748 0.00144939 0.0926046 0 47.0079 15.077 10.6974 
1e-05 46400 0.464 1.00026 0.999654 0.641531 72.8776 62.0908 0 0.000823908 0.00159366 0.0936911 0 47.0022 15.0886 10.6906 
1e-05 46500 0.465 1.0004 0.999637 0.641382 72.8769 62.1005 0 0.00200417 0.00176206 0.093926 0 47.0052 15.0953 10.6786 
1e-05 46600 0.466 1.00017 0.999751 0.641677 72.8768 62.1028 0 0.000356182 0.000830124 0.0966061 0 46.9982 15.1046 10.6762 
1e-05 46700 0.467 1.00032 0.99971 0.641507 72.8756 62.0955 0 0.00126937 0.00112229 0.0945896 0 46.9942 15.1012 10.6832 
1e-05 46800 0.468 1.00038 0.999735 0.641462 72.8716 62.0996 0 0.001835 0.000934233 0.0900005 0 46.9961 15.1035 10.6792 
1e-05 46900 0.469 1.0003 0.999611 0.641464 72.8778 62.103 0 0.00110637 0.00201827 0.0944516 0 46.9931 15.1099 10.6771 
1e-05 47000 0.47 1.00026 0.999672 0.641541 72.884 62.1046 0 0.000829426 0.00143762 0.0987073 0 47.0033 15.1013 10.6784 
1e-05 47100 0.471 1.00029 0.999763 0.641566 72.8733 62.0841 0 0.00106883 0.000750238 0.092173 0 47.0057 15.0784 10.6952 
1e-05 47200 0.472 1.00038 0.999784 0.641498 72.8751 62.0739 0 0.00178591 0.000620453 0.0930855 0 47.0072 15.0667 10.7056 
1e-05 47300 0.473 1.00039 0.999746 0.641465 72.8735 62.0595 0 0.00187033 0.000858308 0.0950166 0 47.0001 15.0594 10.7162 
1e-05 47400 0.474 1.00029 0.999661 0.641505 72.8769 62.0686 0 0.00103504 0.00153701 0.0970768 0 46.9944 15.0742 10.7087 
1e-05 47500 0.475 1.00026 0.999637 0.641514 72.8731 62.0741 0 0.000866207 0.00175668 0.0939291 0 46.9841 15.09 10.7024 
1e-05 47600 0.476 1.00035 0.999598 0.641409 72.8743 62.0883 0 0.00149806 0.00215621 0.0968249 0 46.9906 15.0977 10.6856 
1e-05 47700 0.477 1.00017 0.999628 0.641598 72.8753 62.1125 0 0.000360638 0.00184984 0.094397 0 47.003 15.1095 10.6662 
1e-05 47800 0.478 1.00025 0.999621 0.641519 72.8804 62.1115 0 0.000762313 0.00191896 0.0987504 0 47.0029 15.1086 10.6675 
1e-05 47900 0.479 1.00034 0.999668 0.641457 72.8745 62.0864 0 0.00147551 0.00146711 0.0936326 0 46.9872 15.0991 10.6916 
1e-05 48000 0.48 1.00024 0.999666 0.641558 72.8768 62.0771 0 0.000698382 0.00149127 0.0918902 0 46.9885 15.0886 10.7057 
1e-05 48100 0.481 1.00027 0.999605 0.641484 72.8696 62.0724 0 0.000932438 0.00208467 0.0895799 0 46.9947 15.0777 10.7046 
1e-05 48200 0.482 1.00028 0.999678 0.641526 72.8782 62.0861 0 0.000959637 0.0013883 0.0958485 0 47.0038 15.0823 10.6939 
1e-05 48300 0.483 1.00035 0.999595 0.641402 72.8784 62.07 0 0.00154456 0.00219144 0.0995989 0 46.9975 15.0725 10.7051 
1e-05 48400 0.484 1.00043 0.999682 0.641378 72.8765 62.0818 0 0.00236105 0.00135105 0.0952221 0 47.0079 15.0739 10.6957 
1e-05 48500 0.485 1.00029 0.999664 0.641504 72.8745 62.0731 0 0.00106276 0.00150753 0.0958397 0 47.003 15.0701 10.703 
1e-05 48600 0.486 1.0003 0.999694 0.641517 72.878 62.0842 0 0.00111145 0.00124653 0.099442 0 47.0046 15.0796 10.692 
1e-05 48700 0.487 1.00048 0.999748 0.641374 72.8731 62.0821 0 0.00291085 0.000846747 0.0900137 0 47.004 15.0781 10.6973 
1e-05 48800 0.488 1.0002 0.99977 0.641663 72.8813 62.068 0 0.000485683 0.000705401 0.101473 0 46.9999 15.0681 10.7106 
1e-05 48900 0.489 1.00043 0.999643 0.641355 72.8843 62.0583 0 0.00232981 0.00170481 0.0987663 0 47.0132 15.0452 10.7232 
1e-05 49000 0.49 1.00027 0.999582 0.64147 72.8871 62.0753 0 0.000925508 0.00232825 0.102788 0 47.0137 15.0616 10.7057 
1e-05 49100 0.491 1.00039 0.999553 0.641342 72.8764 62.0617 0 0.00186103 0.00266809 0.0927912 0 47.0035 15.0582 10.7173 
1e-05 49200 0.492 1.00028 0.99968 0.641529 72.8763 62.0675 0 0.000951758 0.00137082 0.092719 0 47.0027 15.0648 10.7137 
1e-05 49300 0.493 1.00035 0.999675 0.64145 72.88 62.0899 0 0.00157218 0.00140794 0.0988576 0 47.0094 15.0805 10.6883 
1e-05 49400 0.494 1.00032 0.999686 0.641486 72.8784 62.1058 0 0.00132025 0.00131587 0.0976467 0 47.0096 15.0963 10.6723 
1e-05 49500 0.495 1.00024 0.999658 0.641545 72.8739 62.1092 0 0.000748052 0.00155749 0.0954529 0 47.0109 15.0983 10.6669 
1e-05 49600 0.496 1.00033 0.999628 0.641441 72.8721 62.1164 0 0.00138383 0.00184498 0.0908679 0 47.0115 15.1049 10.6616 
1e-05 49700 0.497 1.00034 0.99961 0.641426 72.8768 62.1254 0 0.00141551 0.00202721 0.0965484 0 47.0136 15.1119 10.6513 
1e-05 49800 0.498 1.00021 0.99973 0.641622 72.8702 62.1257 0 0.000565523 0.000976251 0.0927392 0 47.0098 15.1158 10.6503 
1e-05 49900 0.499 1.00032 0.999796 0.641561 72.8764 62.133 0 0.00127966 0.000556449 0.0955382 0 47.0143 15.1187 10.646 
1e-05 50000 0.5 1.00022 0.999714 0.641606 72.8749 62.1375 0 0.000600608 0.0010906 0.0923817 0 47.0181 15.1194 10.6433 
1e-05 50100 0.501 1.00035 0.999727 0.641485 72.871 62.1241 0 0.0015582 0.000997311 0.0915458 0 47.0163 15.1078 10.6528 
1e-05 50200 0.502 1.00024 0.999678 0.641559 72.8773 62.1147 0 0.000740176 0.00138571 0.0972726 0 47.0126 15.1021 10.6632 
1e-05 50300 0.503 1.00031 0.999578 0.641434 72.8811 62.1197 0 0.00117305 0.00237879 0.0962221 0 47.0195 15.1002 10.6616 
1e-05 50400 0.504 1.00028 0.999646 0.641504 72.8767 62.1105 0 0.000975745 0.00167048 0.097514 0 47.0155 15.0951 10.666 
1e-05 50500 0.505 1.00034 0.999743 0.641506 72.8825 62.1147 0 0.00145681 0.000884552 0.101804 0 47.0161 15.0986 10.6637 
1e-05 50600 0.506 1.00045 0.999795 0.641437 72.8779 62.1174 0 0.00251395 0.000561933 0.0972568 0 47.0114 15.106 10.6602 
1e-05 50700 0.507 1.00028 0.999722 0.641556 72.8783 62.1294 0 0.00095707 0.00102806 0.0948911 0 47.0162 15.1132 10.6521 
1e-05 50800 0.508 1.00024 0.99962 0.641521 72.8797 62.1207 0 0.000746656 0.00193233 0.0958719 0 47.0093 15.1114 10.6605 
1e-05 50900 0.509 1.00036 0.999664 0.641434 72.8768 62.1134 0 0.00164972 0.00151153 0.0960414 0 47.0005 15.1129 10.6641 
1e-05 51000 0.51 1.00037 0.999728 0.641466 72.874 62.1166 0 0.0017429 0.000989984 0.0906913 0 47.0016 15.115 10.6641 
1e-05 51100 0.511 1.00028 0.999794 0.641596 72.8786 62.1185 0 0.000993203 0.000568325 0.0939751 0 47.0053 15.1132 10.6645 
1e-05 51200 0.512 1.00029 0.999692 0.641527 72.8746 62.0978 0 0.00101963 0.00126643 0.0942909 0 47.0066 15.0911 10.6803 
1e-05 51300 0.513 1.00032 0.999689 0.641496 72.8807 62.0813 0 0.00125235 0.00128912 0.0950696 0 47.0063 15.0751 10.7017 
1e-05 51400 0.514 1.00025 0.99971 0.641578 72.8752 62.0873 0 0.000751767 0.00112205 0.0889826 0 47.0037 15.0836 10.697 
1e-05 51500 0.515 1.00038 0.999576 0.641361 72.8778 62.0894 0 0.00181376 0.00240293 0.0955518 0 47.0065 15.0829 10.6887 
1e-05 51600 0.516 1.00023 0.999637 0.641542 72.879 62.0959 0 0.000681537 0.00175739 0.0995138 0 47.011 15.085 10.6811 
1e-05 51700 0.517 1.00033 0.999697 0.641485 72.8799 62.1112 0 0.0013826 0.00122828 0.0997908 0 47.0164 15.0948 10.6664 
1e-05 51800 0.518 1.00032 0.999723 0.641516 72.8709 62.1059 0 0.00127037 0.0010209 0.0917342 0 47.0088 15.0971 10.671 
1e-05 51900 0.519 1.00045 0.999606 0.641313 72.8756 62.1149 0 0.00254733 0.0020737 0.0963401 0 47.0193 15.0956 10.6597 
1e-05 52000 0.52 1.00018 0.999688 0.64163 72.8802 62.1217 0 0.000386415 0.00130104 0.09845 0 47.014 15.1077 10.6583 
1e-05 52100 0.521 1.00031 0.999603 0.641448 72.8821 62.1086 0 0.00119087 0.00210072 0.10118 0 47.0021 15.1066 10.669 
1e-05 52200 0.522 1.0003 0.999634 0.641479 72.8817 62.1054 0 0.00110684 0.00179034 0.0977026 0 47.0013 15.1041 10.6757 
1e-05 52300 0.523 1.00028 0.999674 0.641523 72.8816 62.1111 0 0.000964996 0.00142259 0.094675 0 47.0042 15.1069 10.6734 
1e-05 52400 0.524 1.00026 0.999771 0.6416 72.8765 62.102 0 0.000862798 0.000701641 0.0934197 0 47.0036 15.0984 10.6795 
1e-05 52500 0.525 1.00034 0.999698 0.641484 72.8782 62.0809 0 0.00140629 0.00121619 0.0947625 0 46.9975 15.0833 10.6999 
1e-05 52600 0.526 1.00029 0.999655 0.641503 72.8792 62.0799 0 0.00102373 0.00158642 0.094083 0 46.9922 15.0877 10.7026 
1e-05 52700 0.527 1.0004 0.999619 0.641366 72.8797 62.0845 0 0.00204389 0.00194248 0.0975727 0 46.9894 15.0952 10.6935 
1e-05 52800 0.528 1.00018 0.999676 0.641623 72.8815 62.0977 0 0.000384548 0.00139806 0.0953995 0 46.9886 15.1091 10.6866 
1e-05 52900 0.529 1.00037 0.999686 0.641444 72.881 62.0924 0 0.00170081 0.00131255 0.0960433 0 46.9854 15.1071 10.6895 
1e-05 53000 0.53 1.0002 0.999725 0.641627 72.8783 62.0939 0 0.000518597 0.00100944 0.0946897 0 46.9846 15.1093 10.6881 
1e-05 53100 0.531 1.00036 0.99963 0.641413 72.8791 62.0865 0 0.00164939 0.00182296 0.0976729 0 46.9819 15.1046 10.6915 
1e-05 53200 0.532 1.0003 0.999644 0.641487 72.8765 62.0796 0 0.00109567 0.00169053 0.0977264 0 46.9854 15.0942 10.6964 
1e-05 53300 0.533 1.00029 0.999607 0.641466 72.8766 62.0818 0 0.00107291 0.00206515 0.0979993 0 46.9907 15.091 10.6937 
1e-05 53400 0.534 1.00024 0.999612 0.641525 72.8776 62.0744 0 0.000692138 0.00200704 0.0926859 0 46.9831 15.0913 10.7078 
1e-05 53500 0.535 1.0003 0.999666 0.641496 72.8801 62.0728 0 0.00113378 0.0014865 0.0965232 0 46.977 15.0958 10.7081 
1e-05 53600 0.536 1.00034 0.999749 0.641513 72.8847 62.0726 0 0.00143472 0.00084406 0.0985514 0 46.9848 15.0878 10.7113 
1e-05 53700 0.537 1.00027 0.999736 0.641568 72.8783 62.0742 0 0.000931183 0.000933875 0.0924098 0 46.9884 15.0858 10.7099 
1e-05 53800 0.538 1.00028 0.999662 0.641514 72.8814 62.0734 0 0.000977667 0.00152631 0.0970605 0 46.985 15.0885 10.7084 
1e-05 53900 0.539 1.00035 0.999685 0.641463 72.8767 62.0847 0 0.00151357 0.00132876 0.0926424 0 46.9848 15.0999 10.6965 
1e-05 54000 0.54 1.00031 0.999765 0.641554 72.8847 62.0848 0 0.00117709 0.000737345 0.0978709 0 46.9846 15.1002 10.7002 
1e-05 54100 0.541 1.00032 0.999589 0.641424 72.8763 62.0971 0 0.00131603 0.00225478 0.0932204 0 46.9891 15.1079 10.6825 
1e-05 54200 0.542 1.00026 0.999489 0.641421 72.8818 62.0836 0 0.000851193 0.00348265 0.0950834 0 46.9874 15.0961 10.6988 
1e-05 54300 0.543 1.00026 0.999645 0.641526 72.8834 62.0836 0 0.000815705 0.00168248 0.0990332 0 46.9906 15.093 10.6983 
1e-05 54400 0.544 1.00037 0.999719 0.641468 72.8799 62.0871 0 0.00167062 0.0010565 0.0956561 0 46.9886 15.0985 10.6944 
1e-05 54500 0.545 1.00043 0.999742 0.641422 72.8804 62.0882 0 0.00229426 0.000887408 0.100518 0 46.9801 15.1081 10.6885 
1e-05 54600 0.546 1.00025 0.99975 0.641597 72.8798 62.1041 0 0.000789941 0.000836738 0.0969426 0 46.9879 15.1162 10.6771 
1e-05 54700 0.547 1.00025 0.999562 0.641483 72.8841 62.0905 0 0.000753408 0.00256188 0.102101 0 46.9866 15.1039 10.6882 
1e-05 54800 0.548 1.00023 0.999539 0.641482 72.8788 62.0822 0 0.000665021 0.00284066 0.0929426 0 46.981 15.1012 10.7002 
1e-05 54900 0.549 1.00035 0.999617 0.641417 72.8784 62.0748 0 0.00153385 0.00195795 0.0920867 0 46.9803 15.0945 10.708 
1e-05 55000 0.55 1.00019 0.999695 0.641622 72.878 62.0703 0 0.000447109 0.00124471 0.0939246 0 46.9822 15.0881 10.7121 
1e-05 55100 0.551 1.0003 0.999697 0.641517 72.8738 62.0567 0 0.001125 0.00122567 0.0910812 0 46.9813 15.0755 10.7236 
1e-05 55200 0.552 1.00029 0.999641 0.64149 72.8767 62.065 0 0.00105283 0.00172506 0.0959165 0 46.9781 15.0869 10.713 
1e-05 55300 0.553 1.00037 0.999621 0.641398 72.8787 62.0901 0 0.00174151 0.00191469 0.0957922 0 46.985 15.1051 10.6891 
1e-05 55400 0.554 1.00036 0.999691 0.641452 72.8761 62.116 0 0.00165038 0.00127582 0.0950604 0 46.99 15.126 10.6621 
1e-05 55500 0.555 1.00029 0.999701 0.641525 72.8762 62.135 0 0.00108529 0.00118979 0.0942875 0 46.9913 15.1437 10.6447 
1e-05 55600 0.556 1.00036 0.999603 0.641401 72.8718 62.1319 0 0.0016025 0.00210294 0.0909725 0 47.0054 15.1265 10.6452 
1e-05 55700 0.557 1.00035 0.999597 0.641405 72.8761 62.114 0 0.0015261 0.002171 0.0951657 0 47.0041 15.1098 10.6633 
1e-05 55800 0.558 1.00026 0.99965 0.641522 72.8772 62.0983 0 0.000866182 0.00163324 0.0934193 0 46.9955 15.1028 10.6829 
1e-05 55900 0.559 1.00023 0.99974 0.641612 72.8776 62.0934 0 0.000659295 0.000900292 0.0928562 0 46.9861 15.1073 10.6898 
1e-05 56000 0.56 1.00034 0.99971 0.641489 72.8839 62.0873 0 0.00142473 0.00111955 0.0981241 0 46.9842 15.1032 10.6959 
1e-05 56100 0.561 1.0004 0.999728 0.64144 72.879 62.0825 0 0.00200885 0.00098596 0.0945029 0 46.9866 15.096 10.699 
1e-05 56200 0.562 1.0003 0.999638 0.641475 72.8782 62.0902 0 0.00115044 0.00175395 0.0953569 0 46.9894 15.1008 10.6898 
1e-05 56300 0.563 1.00023 0.999756 0.641622 72.873 62.0967 0 0.000657073 0.000797889 0.0943222 0 46.9888 15.1079 10.6805 
1e-05 56400 0.564 1.00039 0.999732 0.641457 72.8711 62.0828 0 0.0018625 0.00095796 0.0921049 0 46.9884 15.0944 10.6933 
1e-05 56500 0.565 1.00017 0.999732 0.641668 72.8798 62.0778 0 0.000345794 0.000958785 0.0994592 0 46.9853 15.0925 10.7013 
1e-05 56600 0.566 1.00036 0.999617 0.641412 72.8768 62.0784 0 0.00157935 0.00195692 0.096633 0 46.9874 15.091 10.6983 
1e-05 56700 0.567 1.00026 0.999533 0.641447 72.881 62.0823 0 0.000865804 0.00290615 0.097602 0 46.9851 15.0972 10.6973 
1e-05 56800 0.568 1.00036 0.999606 0.641405 72.8742 62.0975 0 0.00158596 0.00206942 0.0916827 0 46.9951 15.1024 10.6814 
1e-05 56900 0.569 1.00033 0.999743 0.641516 72.8764 62.0811 0 0.00137235 0.000883971 0.0957391 0 46.9842 15.0969 10.6973 
1e-05 57000 0.57 1.00035 0.999819 0.641547 72.8707 62.0894 0 0.00152722 0.000438869 0.0925344 0 46.9845 15.1048 10.6868 
1e-05 57100 0.571 1.00036 0.999729 0.64148 72.8741 62.0768 0 0.00161238 0.000983904 0.0954767 0 46.9798 15.0971 10.6992 
1e-05 57200 0.572 1.00027 0.99971 0.641552 72.8783 62.0861 0 0.000925121 0.00112324 0.0993012 0 46.9785 15.1076 10.6908 
1e-05 57300 0.573 1.00022 0.999634 0.641551 72.8814 62.0905 0 0.000615792 0.00179316 0.0968073 0 46.9793 15.1112 10.6917 
1e-05 57400 0.574 1.00029 0.999536 0.641422 72.8751 62.0698 0 0.00105705 0.00287299 0.0986419 0 46.9795 15.0903 10.7027 
1e-05 57500 0.575 1.00032 0.999613 0.641447 72.8788 62.0672 0 0.00125002 0.00199862 0.097263 0 46.9847 15.0825 10.7111 
1e-05 57600 0.576 1.00038 0.999649 0.641405 72.8735 62.0677 0 0.00184607 0.00164517 0.0952481 0 46.9817 15.086 10.7071 
1e-05 57700 0.577 1.00024 0.99977 0.641625 72.8764 62.0709 0 0.000695586 0.000708164 0.0950289 0 46.9845 15.0864 10.7091 
1e-05 57800 0.578 1.00036 0.999701 0.641458 72.8762 62.0503 0 0.00165511 0.00119576 0.0971719 0 46.9777 15.0726 10.726 
1e-05 57900 0.579 1.00033 0.999732 0.641514 72.8752 62.0629 0 0.00133015 0.000955738 0.0959486 0 46.9836 15.0793 10.7141 
1e-05 58000 0.58 1.00036 0.999696 0.641455 72.8755 62.0691 0 0.00164696 0.00123632 0.0978364 0 46.976 15.0931 10.7057 
1e-05 58100 0.581 1.00026 0.999611 0.641497 72.8789 62.0673 0 0.000867529 0.0020157 0.0994829 0 46.9765 15.0908 10.7092 
1e-05 58200 0.582 1.00026 0.999552 0.641466 72.8785 62.0658 0 0.000817533 0.00267734 0.0952422 0 46.9733 15.0924 10.714 
1e-05 58300 0.583 1.00032 0.999644 0.641462 72.8807 62.0696 0 0.00129514 0.00169554 0.0968525 0 46.9735 15.0961 10.7113 
1e-05 58400 0.584 1.00036 0.99975 0.641493 72.8782 62.0729 0 0.00161631 0.000835044 0.0948309 0 46.9738 15.0991 10.708 
1e-05 58500 0.585 1.00036 0.999725 0.641481 72.8805 62.0701 0 0.00158157 0.00101055 0.0979864 0 46.9807 15.0894 10.7099 
1e-05 58600 0.586 1.00035 0.999663 0.641444 72.8811 62.0571 0 0.00156109 0.00151214 0.101242 0 46.985 15.072 10.7198 
1e-05 58700 0.587 1.0002 0.999666 0.641591 72.8815 62.0639 0 0.000511897 0.00148807 0.0998642 0 46.9868 15.0771 10.7157 
1e-05 58800 0.588 1.00037 0.999534 0.641345 72.8763 62.0614 0 0.0017089 0.00290369 0.0970174 0 46.987 15.0743 10.7133 
1e-05 58900 0.589 1.00023 0.999677 0.641574 72.8759 62.0765 0 0.000646845 0.0013961 0.0934335 0 46.9885 15.0881 10.7039 
1e-05 59000 0.59 1.00033 0.999758 0.641528 72.875 62.0784 0 0.00135743 0.000779211 0.0921057 0 46.9863 15.0921 10.7023 
1e-05 59100 0.591 1.00027 0.999814 0.641622 72.8857 62.0788 0 0.000900636 0.000463752 0.103434 0 46.9777 15.1011 10.7021 
1e-05 59200 0.592 1.00035 0.999606 0.641412 72.8858 62.0768 0 0.00151464 0.00207329 0.100653 0 46.9756 15.1012 10.7048 
1e-05 59300 0.593 1.00029 0.999596 0.641462 72.8775 62.075 0 0.00104482 0.00218334 0.0929574 0 46.98 15.095 10.7063 
1e-05 59400 0.594 1.00027 0.999571 0.641468 72.879 62.0592 0 0.000889787 0.00245636 0.0968776 0 46.9812 15.078 10.7196 
1e-05 59500 0.595 1.00026 0.999616 0.641502 72.884 62.0568 0 0.000853912 0.00196605 0.102255 0 46.9785 15.0782 10.7221 
1e-05 59600 0.596 1.00017 0.999715 0.641651 72.8738 62.064 0 0.000372427 0.00108648 0.0946762 0 46.9752 15.0888 10.7137 
1e-05 59700 0.597 1.0004 0.999724 0.641437 72.8727 62.0813 0 0.00201428 0.0010141 0.0924551 0 46.9855 15.0958 10.696 
1e-05 59800 0.598 1.00031 0.999605 0.641449 72.8697 62.065 0 0.00119147 0.00208644 0.0948853 0 46.9786 15.0865 10.7065 
1e-05 59900 0.599 1.00035 0.999669 0.641455 72.8762 62.0692 0 0.00149837 0.00146037 0.101003 0 46.983 15.0863 10.703 
1e-05 60000 0.6 1.0003 0.999772 0.64156 72.878 62.0642 0 0.00116061 0.000693579 0.0967526 0 46.9873 15.0769 10.7151 
1e-05 60100 0.601 1.00031 0.999776 0.641559 72.8799 62.0597 0 0.00119691 0.000667671 0.0985905 0 46.9846 15.0751 10.7198 
1e-05 60200 0.602 1.00031 0.999677 0.641494 72.8735 62.0486 0 0.00120565 0.0013913 0.0934626 0 46.9835 15.0651 10.7288 
1e-05 60300 0.603 1.00034 0.999582 0.641403 72.8745 62.0456 0 0.00146097 0.00233131 0.0957591 0 46.981 15.0646 10.7294 
1e-05 60400 0.604 1.00031 0.99963 0.641468 72.8778 62.0507 0 0.00116689 0.00182859 0.0968079 0 46.9792 15.0714 10.7273 
1e-05 60500 0.605 1.00025 0.999676 0.641554 72.8707 62.0618 0 0.000767929 0.00140024 0.0931445 0 46.9887 15.073 10.7136 
1e-05 60600 0.606 1.00032 0.999649 0.641468 72.8653 62.066 0 0.00126902 0.00164239 0.0850951 0 46.9928 15.0732 10.7113 
1e-05 60700 0.607 1.00036 0.999628 0.641418 72.8713 62.0625 0 0.00159176 0.00185148 0.0915797 0 46.9895 15.0731 10.7137 
1e-05 60800 0.608 1.00032 0.999631 0.641455 72.8731 62.0695 0 0.00128749 0.00181474 0.0925208 0 46.9849 15.0846 10.708 
1e-05 60900 0.609 1.00043 0.99964 0.641354 72.8742 62.0729 0 0.00232683 0.00172687 0.0957641 0 46.9938 15.0791 10.7016 
1e-05 61000 0.61 1.0002 0.999727 0.641632 72.8719 62.0828 0 0.000501395 0.000993772 0.0904725 0 46.9946 15.0882 10.6972 
