dt s t A/A0 V/V0 v et eb ea ega ev ek ee ebl ebn es
1e-05 89500 0.895 1.00029 0.999692 0.641521 72.8691 62.0682 0 0.00106679 0.00126702 0.0939034 0 46.9725 15.0958 10.7046 
1e-05 89600 0.896 1.00029 0.999658 0.641502 72.8677 62.0715 0 0.00104638 0.00155793 0.0918583 0 46.9688 15.1026 10.7017 
1e-05 89700 0.897 1.00026 0.999718 0.641567 72.8685 62.0804 0 0.000855055 0.00106447 0.091549 0 46.9772 15.1031 10.6947 
1e-05 89800 0.898 1.00038 0.999669 0.641424 72.872 62.0701 0 0.0017835 0.0014618 0.0960399 0 46.9778 15.0923 10.7026 
1e-05 89900 0.899 1.00024 0.999711 0.641582 72.8735 62.0613 0 0.00073055 0.00111555 0.0959097 0 46.9698 15.0915 10.7144 
1e-05 90000 0.9 1.00032 0.999752 0.641531 72.8705 62.0668 0 0.00129893 0.000819621 0.0952289 0 46.9698 15.097 10.7064 
1e-05 90100 0.901 1.00034 0.999633 0.64144 72.8685 62.0547 0 0.00142251 0.0017975 0.0973319 0 46.9718 15.083 10.7132 
1e-05 90200 0.902 1.00033 0.99966 0.641469 72.8756 62.0519 0 0.00132647 0.00153983 0.0998373 0 46.9715 15.0804 10.7209 
1e-05 90300 0.903 1.0003 0.999771 0.641569 72.8756 62.0485 0 0.00108954 0.000701362 0.0994152 0 46.9711 15.0774 10.7259 
1e-05 90400 0.904 1.00027 0.999688 0.641543 72.8691 62.059 0 0.000886602 0.00130335 0.0936786 0 46.9711 15.0879 10.7142 
1e-05 90500 0.905 1.00027 0.999629 0.641505 72.8721 62.0757 0 0.000893958 0.00183563 0.0956301 0 46.9761 15.0997 10.698 
1e-05 90600 0.906 1.00032 0.999533 0.641389 72.8722 62.0768 0 0.00130198 0.00291628 0.0922663 0 46.9836 15.0932 10.6989 
1e-05 90700 0.907 1.00028 0.999639 0.641494 72.8715 62.0814 0 0.00101454 0.00174148 0.0953266 0 46.9841 15.0972 10.692 
1e-05 90800 0.908 1.00028 0.999676 0.641519 72.8732 62.0915 0 0.00100486 0.00140308 0.0950554 0 46.9889 15.1026 10.6843 
1e-05 90900 0.909 1.0003 0.999658 0.641489 72.8699 62.0853 0 0.00114504 0.00155988 0.0919969 0 46.986 15.0994 10.6898 
1e-05 91000 0.91 1.0003 0.999747 0.641552 72.8712 62.0806 0 0.00110089 0.000852677 0.0939726 0 46.9864 15.0942 10.6947 
1e-05 91100 0.911 1.00028 0.999709 0.641546 72.878 62.0689 0 0.000962366 0.00113332 0.0974353 0 46.9836 15.0853 10.7096 
1e-05 91200 0.912 1.00026 0.999696 0.641558 72.874 62.0652 0 0.000819459 0.00123721 0.094932 0 46.9844 15.0809 10.7118 
1e-05 91300 0.913 1.00028 0.999709 0.641546 72.8747 62.0782 0 0.000965752 0.00113224 0.100633 0 46.9812 15.097 10.6938 
1e-05 91400 0.914 1.0003 0.999657 0.641491 72.8771 62.099 0 0.00112256 0.00157489 0.0962681 0 46.9888 15.1102 10.6791 
1e-05 91500 0.915 1.00036 0.999611 0.641401 72.8736 62.1011 0 0.00164866 0.00202378 0.0974924 0 46.9868 15.1144 10.6713 
1e-05 91600 0.916 1.00033 0.999671 0.641467 72.8721 62.1084 0 0.00139711 0.00144181 0.0943433 0 46.9919 15.1165 10.6665 
1e-05 91700 0.917 1.00031 0.999776 0.641555 72.8713 62.1063 0 0.0012272 0.000671408 0.0904022 0 46.9886 15.1177 10.6727 
1e-05 91800 0.918 1.00021 0.999781 0.641657 72.8728 62.1257 0 0.000551765 0.000638647 0.0959252 0 46.9917 15.1339 10.6499 
1e-05 91900 0.919 1.00042 0.999583 0.64133 72.8747 62.108 0 0.00218938 0.00232248 0.0938751 0 46.9954 15.1126 10.6683 
1e-05 92000 0.92 1.00024 0.999649 0.641544 72.8816 62.1054 0 0.000721132 0.00164227 0.0991224 0 46.9966 15.1087 10.6748 
1e-05 92100 0.921 1.00035 0.999613 0.641414 72.8811 62.0909 0 0.00153458 0.0020041 0.0957045 0 46.9951 15.0958 10.6909 
1e-05 92200 0.922 1.00016 0.999661 0.641632 72.8797 62.0797 0 0.000303837 0.00153573 0.0995755 0 46.9853 15.0944 10.6986 
1e-05 92300 0.923 1.00028 0.999582 0.641463 72.8736 62.0669 0 0.000975274 0.00233248 0.0939434 0 46.9876 15.0793 10.7094 
1e-05 92400 0.924 1.0003 0.999583 0.641445 72.8756 62.0712 0 0.00111977 0.00231833 0.0961521 0 46.9931 15.0782 10.7048 
1e-05 92500 0.925 1.00026 0.99959 0.641488 72.8767 62.0697 0 0.000835348 0.0022454 0.0963585 0 46.9889 15.0808 10.7076 
1e-05 92600 0.926 1.00036 0.999757 0.641493 72.8754 62.0737 0 0.00166317 0.000789467 0.0963966 0 46.9832 15.0905 10.7028 
1e-05 92700 0.927 1.00033 0.999785 0.64154 72.8739 62.0758 0 0.00140068 0.000614586 0.0944802 0 46.9894 15.0863 10.7016 
1e-05 92800 0.928 1.0003 0.999789 0.641573 72.8759 62.068 0 0.00115006 0.000593276 0.0959539 0 46.9841 15.0839 10.7102 
1e-05 92900 0.929 1.00039 0.99968 0.641415 72.8792 62.0858 0 0.00194116 0.00136736 0.0951227 0 46.9873 15.0985 10.695 
1e-05 93000 0.93 1.00029 0.999574 0.641452 72.8742 62.0804 0 0.00101808 0.00242244 0.0924684 0 46.9801 15.1003 10.6978 
1e-05 93100 0.931 1.00033 0.999657 0.641466 72.8843 62.0666 0 0.00133067 0.00156833 0.0990736 0 46.9783 15.0883 10.7157 
1e-05 93200 0.932 1.00039 0.999674 0.641412 72.8785 62.0483 0 0.00193074 0.00142185 0.0954468 0 46.9786 15.0696 10.7315 
1e-05 93300 0.933 1.00038 0.999655 0.641415 72.8728 62.0496 0 0.00179227 0.00158526 0.0912089 0 46.9822 15.0674 10.7286 
1e-05 93400 0.934 1.00044 0.99968 0.64137 72.8789 62.0577 0 0.00243156 0.00136624 0.0970967 0 46.9848 15.0729 10.7204 
1e-05 93500 0.935 1.00023 0.999672 0.64157 72.8852 62.0639 0 0.00065382 0.00143433 0.101984 0 46.9859 15.078 10.7172 
1e-05 93600 0.936 1.00032 0.999637 0.64146 72.8747 62.055 0 0.0012745 0.00175826 0.0937901 0 46.9808 15.0743 10.7228 
1e-05 93700 0.937 1.00026 0.999672 0.641535 72.8795 62.0505 0 0.000869837 0.00143878 0.098762 0 46.9771 15.0734 10.728 
1e-05 93800 0.938 1.00037 0.999684 0.641443 72.8736 62.0519 0 0.00169131 0.00133543 0.094491 0 46.9804 15.0714 10.7243 
1e-05 93900 0.939 1.00035 0.999673 0.641458 72.8807 62.0443 0 0.00149295 0.00142568 0.0984226 0 46.9806 15.0637 10.7351 
1e-05 94000 0.94 1.00044 0.999709 0.641391 72.8772 62.0441 0 0.00240457 0.0011301 0.0955598 0 46.9809 15.0632 10.734 
1e-05 94100 0.941 1.00027 0.999631 0.641501 72.8791 62.0469 0 0.000926231 0.00181905 0.09951 0 46.9754 15.0715 10.73 
1e-05 94200 0.942 1.00025 0.999606 0.641509 72.8838 62.043 0 0.000762649 0.00207646 0.101849 0 46.9769 15.0661 10.7361 
1e-05 94300 0.943 1.00033 0.999724 0.641506 72.8774 62.0374 0 0.00135542 0.00101696 0.0977525 0 46.9707 15.0667 10.7399 
1e-05 94400 0.944 1.00033 0.999789 0.641543 72.879 62.0579 0 0.00139615 0.000594263 0.0954143 0 46.9773 15.0806 10.7237 
1e-05 94500 0.945 1.00033 0.999766 0.64153 72.8796 62.0595 0 0.00137931 0.000728197 0.0997231 0 46.9781 15.0814 10.7183 
1e-05 94600 0.946 1.00022 0.999675 0.641579 72.8817 62.0756 0 0.000607064 0.00141326 0.101389 0 46.9779 15.0977 10.7026 
1e-05 94700 0.947 1.00029 0.999605 0.641472 72.8759 62.0737 0 0.0010197 0.00208398 0.0950604 0 46.9868 15.0869 10.7041 
1e-05 94800 0.948 1.00029 0.999609 0.641469 72.8722 62.0578 0 0.00105765 0.00203656 0.0961342 0 46.9854 15.0724 10.7151 
1e-05 94900 0.949 1.00024 0.999776 0.641622 72.8766 62.0641 0 0.000737534 0.000670942 0.100342 0 46.984 15.0802 10.7107 
1e-05 95000 0.95 1.00041 0.999718 0.641425 72.873 62.0563 0 0.00209523 0.0010651 0.0971547 0 46.9773 15.079 10.7164 
1e-05 95100 0.951 1.00031 0.999687 0.641504 72.8754 62.0711 0 0.00117435 0.00130566 0.0990625 0 46.985 15.0861 10.7028 
1e-05 95200 0.952 1.00022 0.99966 0.641567 72.8749 62.0685 0 0.00062224 0.00154738 0.0937491 0 46.9826 15.086 10.7105 
1e-05 95300 0.953 1.0003 0.999679 0.641506 72.8811 62.0751 0 0.00111988 0.00137723 0.0996936 0 46.977 15.0981 10.7038 
1e-05 95400 0.954 1.00028 0.999686 0.641526 72.8833 62.0781 0 0.000999028 0.00131858 0.102101 0 46.9805 15.0976 10.7007 
1e-05 95500 0.955 1.00027 0.999745 0.641573 72.8728 62.0777 0 0.000938545 0.000865025 0.0959774 0 46.9884 15.0893 10.6974 
1e-05 95600 0.956 1.00031 0.999705 0.641514 72.8772 62.0795 0 0.00119148 0.00116035 0.0988198 0 46.9908 15.0887 10.6965 
1e-05 95700 0.957 1.00035 0.999727 0.641486 72.8733 62.0729 0 0.0015538 0.000993783 0.0938151 0 46.9852 15.0878 10.704 
1e-05 95800 0.958 1.00035 0.999689 0.641468 72.8727 62.0814 0 0.00149818 0.0012876 0.0973 0 46.9899 15.0915 10.6912 
1e-05 95900 0.959 1.00017 0.999735 0.641669 72.8738 62.1007 0 0.000350484 0.00093815 0.0989074 0 46.9866 15.114 10.6729 
1e-05 96000 0.96 1.00041 0.999675 0.641397 72.8717 62.1024 0 0.00209936 0.00140615 0.0972161 0 46.9829 15.1195 10.6686 
1e-05 96100 0.961 1.00034 0.999669 0.641459 72.8696 62.1075 0 0.00145367 0.00146701 0.0920418 0 46.9812 15.1264 10.6671 
1e-05 96200 0.962 1.00021 0.999661 0.641582 72.8738 62.0985 0 0.000545511 0.00153184 0.0965161 0 46.9841 15.1144 10.6767 
1e-05 96300 0.963 1.00028 0.999654 0.641508 72.8723 62.0944 0 0.000979628 0.00159997 0.0954084 0 46.9892 15.1052 10.6799 
1e-05 96400 0.964 1.00033 0.999693 0.641486 72.8759 62.0969 0 0.00135124 0.00126228 0.0965462 0 46.9857 15.1112 10.6798 
1e-05 96500 0.965 1.00034 0.999803 0.64155 72.8748 62.0986 0 0.00141792 0.000516867 0.0915961 0 46.9832 15.1154 10.6827 
1e-05 96600 0.966 1.00027 0.999744 0.641572 72.8736 62.0928 0 0.000939734 0.00087633 0.0989565 0 46.9814 15.1114 10.68 
1e-05 96700 0.967 1.00026 0.999551 0.641459 72.8709 62.0916 0 0.000862409 0.00269509 0.0949595 0 46.9902 15.1013 10.6808 
1e-05 96800 0.968 1.00022 0.999556 0.641499 72.8757 62.0802 0 0.000629857 0.00263027 0.0961457 0 46.9826 15.0976 10.6961 
1e-05 96900 0.969 1.00026 0.999628 0.641508 72.8791 62.0826 0 0.000863006 0.00184816 0.0966252 0 46.9904 15.0922 10.6971 
1e-05 97000 0.97 1.00033 0.999679 0.641474 72.8741 62.0676 0 0.00138227 0.00137918 0.0955676 0 46.9811 15.0864 10.7082 
1e-05 97100 0.971 1.00021 0.999697 0.641603 72.874 62.0861 0 0.000556843 0.00122272 0.0973301 0 46.9847 15.1014 10.6887 
1e-05 97200 0.972 1.00033 0.999724 0.641503 72.8693 62.0922 0 0.00138307 0.00101972 0.0943665 0 46.9901 15.1021 10.6803 
1e-05 97300 0.973 1.00033 0.999724 0.641507 72.8671 62.0889 0 0.00134509 0.00101628 0.0906503 0 46.9922 15.0967 10.6851 
1e-05 97400 0.974 1.0002 0.999722 0.641628 72.8724 62.0999 0 0.000508482 0.00102906 0.0938735 0 46.9958 15.1041 10.6771 
1e-05 97500 0.975 1.00035 0.999646 0.641437 72.8694 62.0955 0 0.00152295 0.00167142 0.0955247 0 46.9909 15.1045 10.6751 
1e-05 97600 0.976 1.00034 0.999679 0.641468 72.8671 62.0967 0 0.00143708 0.00137452 0.0906337 0 46.993 15.1037 10.677 
1e-05 97700 0.977 1.0003 0.999619 0.641465 72.872 62.096 0 0.00113535 0.00194018 0.0956607 0 46.9924 15.1036 10.6773 
1e-05 97800 0.978 1.00027 0.999714 0.641559 72.876 62.1093 0 0.000889615 0.00109464 0.0980757 0 46.9967 15.1127 10.6666 
1e-05 97900 0.979 1.00034 0.999673 0.641459 72.8714 62.1056 0 0.00147654 0.00142939 0.0966866 0 46.9955 15.1101 10.6662 
1e-05 98000 0.98 1.00022 0.999665 0.64157 72.8737 62.0875 0 0.000627251 0.00149565 0.0955571 0 46.993 15.0945 10.6885 
1e-05 98100 0.981 1.00038 0.999676 0.641426 72.8737 62.0864 0 0.00181278 0.00139737 0.0940541 0 46.9934 15.0929 10.69 
1e-05 98200 0.982 1.00026 0.999745 0.641589 72.8763 62.0845 0 0.0008221 0.000869974 0.0959714 0 46.9916 15.0929 10.6942 
1e-05 98300 0.983 1.0004 0.999662 0.641396 72.8768 62.071 0 0.00202076 0.00152202 0.0973364 0 46.9931 15.078 10.7049 
1e-05 98400 0.984 1.00029 0.999609 0.641469 72.8767 62.0681 0 0.00105534 0.00204283 0.0992015 0 46.994 15.0741 10.7063 
1e-05 98500 0.985 1.00032 0.999704 0.641501 72.8768 62.0723 0 0.0012919 0.00116576 0.0982503 0 46.9998 15.0725 10.7039 
1e-05 98600 0.986 1.00043 0.999731 0.641412 72.8796 62.0735 0 0.00233669 0.00096331 0.0988403 0 47.0036 15.0699 10.704 
1e-05 98700 0.987 1.00037 0.999716 0.641459 72.8743 62.08 0 0.0017405 0.00107846 0.0970048 0 47.0034 15.0767 10.6944 
1e-05 98800 0.988 1.00024 0.999617 0.64152 72.8741 62.0713 0 0.000739704 0.00195643 0.0949998 0 46.9911 15.0802 10.7051 
1e-05 98900 0.989 1.00037 0.999613 0.641399 72.8765 62.0889 0 0.00167902 0.00199902 0.0969603 0 46.9986 15.0903 10.6869 
1e-05 99000 0.99 1.0003 0.999595 0.641454 72.8779 62.0926 0 0.00110661 0.0021855 0.10298 0 47.0001 15.0925 10.679 
1e-05 99100 0.991 1.00028 0.999599 0.641478 72.872 62.0908 0 0.00094613 0.00215115 0.0910558 0 47.0054 15.0854 10.687 
1e-05 99200 0.992 1.00023 0.999693 0.641584 72.8694 62.0789 0 0.000646828 0.00125766 0.0933761 0 46.9944 15.0845 10.6952 
1e-05 99300 0.993 1.00032 0.999686 0.641494 72.87 62.0751 0 0.00125367 0.00131419 0.0947834 0 46.9853 15.0897 10.6976 
1e-05 99400 0.994 1.00035 0.999776 0.641524 72.8739 62.1001 0 0.0014911 0.00066801 0.0973385 0 46.9891 15.111 10.6743 
1e-05 99500 0.995 1.0004 0.999747 0.641451 72.8753 62.1008 0 0.00201275 0.000855719 0.0993775 0 46.9936 15.1071 10.6723 
1e-05 99600 0.996 1.00028 0.999664 0.641514 72.8704 62.0928 0 0.000986661 0.00150939 0.0989042 0 46.9895 15.1033 10.6762 
1e-05 99700 0.997 1.00035 0.999592 0.641404 72.8744 62.0925 0 0.00151391 0.00221758 0.0939685 0 46.9919 15.1006 10.6842 
1e-05 99800 0.998 1.00028 0.999637 0.641497 72.8711 62.0726 0 0.000985953 0.00176272 0.0977613 0 46.9899 15.0828 10.6979 
1e-05 99900 0.999 1.00035 0.99965 0.641438 72.8625 62.0539 0 0.00153845 0.00163353 0.0889635 0 46.988 15.0659 10.7165 
1e-05 100000 1 1.00034 0.999647 0.641447 72.8749 62.057 0 0.00143235 0.00166761 0.0970949 0 46.9788 15.0782 10.7177 
1e-05 100100 1.001 1.00027 0.999654 0.641519 72.8756 62.0584 0 0.00090327 0.00159749 0.09512 0 46.9801 15.0783 10.7196 
1e-05 100200 1.002 1.00024 0.999692 0.64157 72.8723 62.051 0 0.00073306 0.00126335 0.0895446 0 46.9795 15.0715 10.7297 
1e-05 100300 1.003 1.00029 0.999738 0.641551 72.8756 62.0432 0 0.00106647 0.000916554 0.0935738 0 46.9786 15.0646 10.7368 
1e-05 100400 1.004 1.00021 0.999699 0.641607 72.8767 62.0652 0 0.000538117 0.0012059 0.0926612 0 46.9905 15.0747 10.7171 
1e-05 100500 1.005 1.00029 0.999656 0.641503 72.8849 62.0623 0 0.00103004 0.00157682 0.101343 0 46.9964 15.0659 10.7186 
1e-05 100600 1.006 1.00035 0.999589 0.641402 72.8801 62.0616 0 0.00151279 0.00225085 0.0983896 0 46.9939 15.0677 10.7164 
1e-05 100700 1.007 1.00034 0.999612 0.641427 72.875 62.0605 0 0.00141769 0.00200831 0.0919523 0 46.9892 15.0713 10.7191 
1e-05 100800 1.008 1.00029 0.999708 0.641538 72.8777 62.052 0 0.00101605 0.00114126 0.0975639 0 46.9901 15.0619 10.726 
1e-05 100900 1.009 1.00029 0.999721 0.641543 72.8814 62.0437 0 0.00104386 0.00104213 0.0977228 0 46.9925 15.0512 10.7379 
1e-05 101000 1.01 1.00032 0.999775 0.641549 72.8769 62.0539 0 0.00126586 0.00067637 0.0956872 0 46.9852 15.0688 10.7253 
1e-05 101100 1.011 1.0003 0.999731 0.641539 72.8791 62.0457 0 0.00112379 0.000965417 0.0954443 0 46.9819 15.0638 10.7359 
1e-05 101200 1.012 1.00033 0.999741 0.64152 72.875 62.0433 0 0.0013321 0.000895833 0.0941571 0 46.9782 15.065 10.7353 
1e-05 101300 1.013 1.00031 0.999691 0.641504 72.8739 62.0495 0 0.00119434 0.00127181 0.0926505 0 46.9806 15.0689 10.7293 
1e-05 101400 1.014 1.00039 0.999722 0.641447 72.8755 62.0551 0 0.00188894 0.00103355 0.0930835 0 46.978 15.077 10.7244 
1e-05 101500 1.015 1.00038 0.999715 0.641453 72.8739 62.061 0 0.00178552 0.00108391 0.0963376 0 46.9679 15.0932 10.7136 
1e-05 101600 1.016 1.00024 0.999714 0.641586 72.8754 62.069 0 0.000719776 0.00108872 0.0988469 0 46.967 15.102 10.7058 
1e-05 101700 1.017 1.00036 0.999595 0.641394 72.8718 62.069 0 0.00161266 0.00219371 0.0916559 0 46.9744 15.0946 10.7073 
1e-05 101800 1.018 1.00025 0.999652 0.641537 72.8731 62.0645 0 0.000774888 0.00161546 0.0962025 0 46.9718 15.0927 10.7101 
1e-05 101900 1.019 1.00034 0.99963 0.641437 72.8797 62.055 0 0.00142521 0.00183104 0.0995625 0 46.9719 15.0831 10.7219 
1e-05 102000 1.02 1.0003 0.99977 0.641564 72.8759 62.0643 0 0.0011258 0.00070594 0.0959979 0 46.9717 15.0925 10.7138 
1e-05 102100 1.021 1.00028 0.999638 0.641497 72.8733 62.0578 0 0.000991389 0.00174544 0.0949478 0 46.9758 15.082 10.7179 
1e-05 102200 1.022 1.00031 0.999689 0.641503 72.875 62.0531 0 0.00119466 0.00129485 0.0942736 0 46.9769 15.0762 10.7251 
1e-05 102300 1.023 1.00033 0.999716 0.6415 72.8754 62.0516 0 0.00136153 0.00107438 0.0975332 0 46.9751 15.0764 10.7239 
1e-05 102400 1.024 1.00031 0.999662 0.641487 72.8737 62.0593 0 0.00118099 0.00152239 0.0952262 0 46.9822 15.0771 10.7165 
1e-05 102500 1.025 1.00026 0.999659 0.64153 72.8782 62.0635 0 0.000852357 0.00155359 0.0987187 0 46.9792 15.0842 10.7136 
1e-05 102600 1.026 1.0003 0.999616 0.64146 72.8733 62.0603 0 0.0011629 0.00196919 0.0959239 0 46.9824 15.0779 10.7139 
1e-05 102700 1.027 1.00038 0.999655 0.641417 72.8742 62.0643 0 0.00176722 0.00158758 0.0958492 0 46.9895 15.0748 10.7107 
1e-05 102800 1.028 1.00029 0.999709 0.64153 72.8766 62.0717 0 0.00107967 0.00113025 0.0969467 0 46.9859 15.0858 10.7058 
1e-05 102900 1.029 1.00028 0.999669 0.641517 72.8777 62.0587 0 0.000984672 0.00146553 0.0977241 0 46.9739 15.0848 10.7188 
1e-05 103000 1.03 1.00031 0.999572 0.641427 72.8794 62.0666 0 0.00120086 0.00243995 0.0958676 0 46.9817 15.0849 10.7133 
1e-05 103100 1.031 1.00026 0.999654 0.641524 72.8763 62.0728 0 0.000873679 0.00159469 0.0949769 0 46.9808 15.092 10.706 
1e-05 103200 1.032 1.00028 0.999718 0.641552 72.8759 62.0688 0 0.000959754 0.00106152 0.0979964 0 46.9779 15.0909 10.7071 
1e-05 103300 1.033 1.00038 0.999724 0.641459 72.8689 62.0632 0 0.00178329 0.00101952 0.0940973 0 46.976 15.0872 10.7087 
1e-05 103400 1.034 1.00032 0.999749 0.641527 72.8764 62.0636 0 0.00131459 0.000838611 0.0978268 0 46.9749 15.0887 10.7129 
1e-05 103500 1.035 1.00032 0.99968 0.641489 72.877 62.0506 0 0.00126036 0.00136324 0.0984216 0 46.9694 15.0812 10.7254 
1e-05 103600 1.036 1.00032 0.99968 0.641489 72.8725 62.0338 0 0.00126595 0.00136497 0.0970859 0 46.9653 15.0686 10.739 
1e-05 103700 1.037 1.00027 0.999688 0.641541 72.8761 62.0325 0 0.000904069 0.00130048 0.0956487 0 46.9655 15.067 10.7457 
1e-05 103800 1.038 1.00037 0.999673 0.641431 72.8796 62.0522 0 0.00174338 0.00143126 0.0986209 0 46.9719 15.0803 10.7257 
1e-05 103900 1.039 1.0003 0.999732 0.641538 72.8821 62.0545 0 0.00113972 0.000957493 0.0974734 0 46.9709 15.0836 10.728 
1e-05 104000 1.04 1.00041 0.999649 0.64138 72.8709 62.0467 0 0.00209831 0.00164591 0.0909184 0 46.9715 15.0752 10.7296 
1e-05 104100 1.041 1.00026 0.999596 0.641492 72.8744 62.0621 0 0.000830562 0.0021817 0.0948496 0 46.9799 15.0822 10.7144 
1e-05 104200 1.042 1.0003 0.999608 0.641457 72.8731 62.0656 0 0.00114785 0.00205259 0.0923764 0 46.977 15.0886 10.7119 
1e-05 104300 1.043 1.00029 0.999595 0.641466 72.8673 62.0673 0 0.00101695 0.00218957 0.088699 0 46.972 15.0953 10.7081 
1e-05 104400 1.044 1.00031 0.999547 0.641409 72.8638 62.0783 0 0.00121964 0.00273671 0.0882686 0 46.9775 15.1008 10.6933 
1e-05 104500 1.045 1.00025 0.99964 0.64153 72.8725 62.0886 0 0.000767057 0.0017318 0.0969307 0 46.9848 15.1038 10.6844 
1e-05 104600 1.046 1.00045 0.999683 0.641364 72.8751 62.0725 0 0.00252735 0.00134223 0.0965441 0 46.9837 15.0887 10.7022 
1e-05 104700 1.047 1.0002 0.999713 0.641624 72.8681 62.0712 0 0.000496977 0.00110164 0.0921506 0 46.9787 15.0925 10.7032 
1e-05 104800 1.048 1.00033 0.999698 0.641485 72.876 62.0565 0 0.00139028 0.00121505 0.100524 0 46.9763 15.0802 10.7163 
1e-05 104900 1.049 1.00044 0.999616 0.64133 72.8761 62.0616 0 0.00242424 0.00197192 0.0975765 0 46.9863 15.0753 10.7125 
1e-05 105000 1.05 1.00021 0.999695 0.641599 72.8699 62.0604 0 0.000568478 0.00124055 0.0936226 0 46.9739 15.0865 10.7141 
1e-05 105100 1.051 1.00035 0.999711 0.641478 72.875 62.0704 0 0.00152665 0.00111375 0.0968757 0 46.978 15.0923 10.7051 
1e-05 105200 1.052 1.0004 0.999743 0.641455 72.8776 62.0599 0 0.00195233 0.000879423 0.0987603 0 46.9725 15.0874 10.7161 
1e-05 105300 1.053 1.00031 0.999734 0.641529 72.8717 62.0644 0 0.00121984 0.00094412 0.0943973 0 46.9681 15.0963 10.7108 
1e-05 105400 1.054 1.00035 0.999642 0.641433 72.8741 62.0677 0 0.00153871 0.00171236 0.0984769 0 46.9671 15.1006 10.7046 
1e-05 105500 1.055 1.0003 0.99965 0.641483 72.8776 62.0809 0 0.00115351 0.00163126 0.0994869 0 46.9726 15.1083 10.6944 
1e-05 105600 1.056 1.00025 0.99963 0.641521 72.8778 62.0675 0 0.000788048 0.0018227 0.100269 0 46.9676 15.0999 10.7074 
1e-05 105700 1.057 1.00035 0.999681 0.64146 72.8764 62.0535 0 0.00151663 0.00135907 0.100114 0 46.9646 15.0888 10.72 
1e-05 105800 1.058 1.00022 0.999818 0.641669 72.8729 62.0627 0 0.000616337 0.000443985 0.0975123 0 46.9703 15.0925 10.7116 
1e-05 105900 1.059 1.00041 0.999755 0.64145 72.8727 62.0605 0 0.00208934 0.000800181 0.0936304 0 46.9696 15.0909 10.7157 
1e-05 106000 1.06 1.00036 0.999756 0.6415 72.8772 62.0547 0 0.00159204 0.000796076 0.0966145 0 46.9697 15.0851 10.7235 
1e-05 106100 1.061 1.00026 0.999655 0.641526 72.8742 62.0406 0 0.000866365 0.0015848 0.096454 0 46.9677 15.0729 10.7347 
1e-05 106200 1.062 1.00029 0.999646 0.641495 72.8751 62.0349 0 0.00104169 0.0016764 0.0952037 0 46.9692 15.0657 10.7422 
1e-05 106300 1.063 1.00035 0.999672 0.641451 72.8748 62.0141 0 0.00154767 0.00143539 0.0942 0 46.9705 15.0436 10.7635 
1e-05 106400 1.064 1.00024 0.999629 0.641535 72.8757 61.9987 0 0.000697341 0.00183738 0.0973534 0 46.9667 15.032 10.7771 
1e-05 106500 1.065 1.00035 0.999694 0.64147 72.8796 61.9879 0 0.00149796 0.00125071 0.101972 0 46.9597 15.0283 10.7869 
1e-05 106600 1.066 1.00025 0.999622 0.641516 72.8774 61.9981 0 0.000787886 0.00191148 0.0960431 0 46.9591 15.0391 10.7805 
1e-05 106700 1.067 1.00026 0.9996 0.641495 72.8788 62.0218 0 0.000832335 0.00213406 0.10004 0 46.9643 15.0575 10.754 
1e-05 106800 1.068 1.00025 0.99969 0.641563 72.8801 62.0402 0 0.00076284 0.00128621 0.0964123 0 46.9749 15.0653 10.7414 
1e-05 106900 1.069 1.00028 0.999637 0.641501 72.8794 62.0485 0 0.000950995 0.00176204 0.0990768 0 46.9794 15.0691 10.7291 
1e-05 107000 1.07 1.00037 0.999576 0.641373 72.8777 62.0607 0 0.00170048 0.00240158 0.0968633 0 46.9762 15.0845 10.7161 
1e-05 107100 1.071 1.00035 0.999676 0.641457 72.8768 62.089 0 0.0015142 0.00139827 0.0984173 0 46.9774 15.1116 10.6864 
1e-05 107200 1.072 1.0004 0.999787 0.641477 72.8816 62.0912 0 0.00202148 0.000603953 0.0961132 0 46.9786 15.1126 10.6917 
1e-05 107300 1.073 1.00022 0.999781 0.641645 72.8793 62.082 0 0.000620898 0.000642787 0.0950807 0 46.9748 15.1072 10.701 
1e-05 107400 1.074 1.00035 0.999618 0.641421 72.8763 62.074 0 0.00151112 0.00194329 0.0963097 0 46.9755 15.0985 10.7026 
1e-05 107500 1.075 1.00026 0.999714 0.641562 72.8695 62.0731 0 0.000872459 0.00108959 0.092246 0 46.9731 15.1 10.7022 
1e-05 107600 1.076 1.00043 0.999628 0.641346 72.8742 62.0627 0 0.00232908 0.00184993 0.0973098 0 46.975 15.0878 10.7099 
1e-05 107700 1.077 1.00026 0.999679 0.64154 72.8674 62.0586 0 0.000869093 0.00137389 0.0933208 0 46.9709 15.0876 10.7133 
1e-05 107800 1.078 1.0003 0.999761 0.641555 72.8768 62.0672 0 0.0011424 0.000765497 0.100475 0 46.9739 15.0934 10.7072 
1e-05 107900 1.079 1.00043 0.999738 0.641413 72.8738 62.0529 0 0.00236543 0.000919178 0.09717 0 46.9697 15.0832 10.7205 
1e-05 108000 1.08 1.00031 0.999756 0.641547 72.8745 62.0503 0 0.00118462 0.000795976 0.0985286 0 46.9728 15.0775 10.7237 
1e-05 108100 1.081 1.00046 0.999642 0.641327 72.8675 62.0438 0 0.00265099 0.0017154 0.0927757 0 46.9732 15.0706 10.7266 
