#Kb A/At V/Vt Vr Ebend Da
0.001 0.999003 1.006980 0.647452 0.046903 1
0.001 0.999001 1.008140 0.648196 0.046022 1.05
0.001 0.999000 0.000000 0.000000 0.046766 1.1
0.001 0.999003 1.009930 0.649346 0.047027 1.12
0.001 0.999004 0.000000 0.000000 0.048065 1.14
0.001 1.000690 0.000000 0.000000 0.064017 1.16
0.001 0.999002 1.011750 0.650517 0.047411 1.18
0.001 0.999004 1.013010 0.651325 0.047341 1.2
0.001 0.999002 0.000000 0.000000 0.047162 1.22
