#Kb Vr Ebend
0.1 0.944326 2.82614
0.1 0.872438 3.17559
0.1 0.814815 3.46955
0.1 0.767748 3.7368
0.1 0.698464 4.30532
0.1 0.618936 4.8492
0.1 0.357235 5.33193
0.1 0.265195 4.58713
0.1 0.198614 4.84141
