#Kb Vr Ebend
0.1 0.696955 0.100488
0.1 0.696646 0.0982899
0.1 0.697419 0.10162
0.1 0.696163 0.0990248
0.1 0.695774 0.0995376
0.1 0.695131 0.101309
0.1 0.693629 0.103988
0.1 0.692043 0.109435
0.1 0.689727 0.119797
0.1 0.687263 0.150404
0.1 0.684619 0.150315
0.1 0.681884 0.158343
0.1 0.678982 0.192139
0.1 0.673363 0.211305
0.1 0.665766 0.2348
0.1 0.653357 0.261997
