#Kb Vr Ebend
0.002 0.477351 0.0995342
0.002 0.486165 0.10223
0.002 0.494515 0.101632
0.002 0.502557 0.103187
0.002 0.515199 0.103069
0.002 0.526493 0.101137
#0.002 0.531347 0.112011
0.002 0.541335 0.101886
#0.002 0.547843 0.112952
0.002 0.560736 0.103511
0.002 0.580793 0.100261
0.002 0.590472 0.100135
0.002 0.600952 0.0993397
0.002 0.610481 0.100064
0.002 0.620331 0.099727
0.002 0.6306 0.0997698
0.002 0.640112 0.0995804
0.002 0.650479 0.0991865
