#Kb A/At V/Vt Vr Ebend Da
0.001 0.999004 1.006370 0.695434 0.044336 1
0.001 0.999003 1.007370 0.696129 0.043488 1.02
0.001 0.999003 1.007480 0.696199 0.042793 1.04
0.001 0.999003 1.008130 0.696652 0.042919 1.06
0.001 0.999003 1.008320 0.696780 0.043038 1.08
0.001 0.999003 1.009700 0.697738 0.043081 1.1
0.001 0.999000 1.009990 0.697942 0.043040 1.12
0.001 0.999002 1.010310 0.698160 0.042952 1.14
0.001 0.999004 1.011200 0.698776 0.042781 1.16
