#Kb Vr Ebend
#0.01 0.614817 0.538534
#0.01 0.583582 0.519815
0.01 0.551577 0.505493
0.01 0.517972 0.499778
0.01 0.51127 0.499493
0.01 0.512601 0.498609
0.01 0.458407 0.496102
0.01 0.490205 0.498058
#0.01 0.412623 0.48272
