#Kb A/At V/Vt Vr Ebend Da
0.001 0.999047 1.006220 0.806125 0.038615 1
0.001 0.999010 0.000000 0.000000 0.034802 1.1
0.001 0.999758 0.000000 0.000000 0.034707 1.12
0.001 1.000050 0.000000 0.000000 0.042780 1.14
0.001 0.999633 0.000000 0.000000 0.049396 1.16
0.001 0.999905 0.000000 0.000000 0.039908 1.18
0.001 1.000820 0.000000 0.000000 0.042383 1.2
0.001 1.000570 0.000000 0.000000 0.045208 1.22
