#Kb Vr Ebend
0.01 0.644729 0.451764
0.01 0.591408 0.484209
0.01 0.53806 0.516951
0.01 0.462201 0.495019
0.01 0.413786 0.500583
0.01 0.362553 0.501286
0.01 0.306961 0.500027
0.01 0.259411 0.50414
0.01 0.208081 0.503818
