#Kb Vr Ebend
0.01 0.668486 0.443357
0.01 0.625621 0.488397
0.01 0.584491 0.542374
0.01 0.543748 0.608657
0.01 0.504301 0.68596
0.01 0.465367 0.783122
0.01 0.427986 0.900982
0.01 0.390469 1.05451
0.01 0.352388 1.26891
