#Kb Vr Ebend
0.01 0.670577 0.43147
0.01 0.627749 0.474023
0.01 0.585889 0.524705
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
0.01 nan nan
