#Kb Vr Ebend
0.01 0.199973 0.471224
0.01 0.249657 0.516128
0.01 0.299992 0.46929
0.01 0.352306 0.513156
0.01 0.432284 0.878656
0.01 0.454183 0.497412
0.01 0.50372 0.504251
