#Kb A/At V/Vt Vr Ebend Da
0.001 0.999024 1.008890 0.707258 0.042330 1.1
0.001 0.999043 0.000000 0.000000 0.042221 1.12
0.001 0.999033 0.000000 0.000000 0.042062 1.14
0.001 0.999048 0.000000 0.000000 0.041856 1.16
0.001 0.999031 0.000000 0.000000 0.041509 1.18
0.001 0.999042 0.000000 0.000000 0.040970 1.2
0.001 0.999044 0.000000 0.000000 0.040493 1.22
0.001 0.999018 1.007720 0.706442 0.042199 1.05
