#Kb Vr Ebend
0.002 0.952089 0.0543764
0.002 0.902203 0.0589571
0.002 0.852324 0.0636269
0.002 0.801948 0.0686273
0.002 0.752505 0.0740997
0.002 0.702466 0.0808188
0.002 0.672739 0.0858025
0.002 0.662735 0.0876339
0.002 0.652938 0.0895578
0.002 0.643024 0.0915659
0.002 0.633375 0.0936322
0.002 0.623092 0.0959
0.002 0.611641 0.0948497
0.002 0.601814 0.0960858
0.002 0.593772 0.102866
