#Kb Vr Ebend
0.002 0.951343 0.0374527
0.002 0.900897 0.0456051
0.002 0.850446 0.0522177
0.002 0.800792 0.0647876
0.002 0.750034 0.080888
0.002 0.698989 0.162679
#0.002 0.670335 0.421305
#0.002 0.660563 0.537972
#0.002 0.650385 0.784965
0.002 0.639887 0.108147
0.002 0.629515 0.11859
#0.002 0.62011 0.317297
#0.002 0.610154 0.739938
0.002 0.599817 0.116372
#0.002 0.590416 0.687435
#0.002 0.5803 0.971286
#0.002 0.570326 1.0917
#0.002 0.56043 0.737081
#0.002 0.550315 0.729987
